customer_id,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_Data
5902-WBLSE,true,26.85,false,false,,,,,,,,,,
5906-BFOZT,true,8.02,false,false,,,,,,,,,,
5914-GXMDA,true,45.26,false,false,,,,,,,,,,
5917-HBSDW,true,2.68,false,false,,,,,,,,,,
5917-RYRMG,true,25.89,false,false,,,,,,,,,,
5918-VUKWP,true,35.97,false,false,,,,,,,,,,
5919-VCZYM,true,40.28,false,false,,,,,,,,,,
5924-SNGKP,true,6.61,false,false,,,,,,,,,,
5955-EPOAZ,true,43.19,false,false,,,,,,,,,,
5961-VUSRV,true,16.72,false,false,,,,,,,,,,
5970-GHJAW,true,26.12,false,false,,,,,,,,,,
5986-WWXDV,true,48.61,false,false,,,,,,,,,,
5993-BQHEA,true,16.59,false,false,,,,,,,,,,
5995-WWKKG,true,30.17,false,false,,,,,,,,,,
5996-DAOQL,true,42.17,false,false,,,,,,,,,,
6000-UKLWI,true,36.76,false,false,,,,,,,,,,
6016-LVTJQ,true,9.66,false,false,,,,,,,,,,
6016-NXBNJ,true,7.74,false,false,,,,,,,,,,
6036-TTFYU,true,46.86,false,false,,,,,,,,,,
6040-CGACY,true,39.87,false,false,,,,,,,,,,
6048-NJXHX,true,35.46,false,false,,,,,,,,,,
6051-PTVNS,true,27.7,false,false,,,,,,,,,,
6060-QBMGV,true,3.51,false,false,,,,,,,,,,
6061-PQHMK,true,1.36,false,false,,,,,,,,,,
6072-NUQCB,true,37.7,false,false,,,,,,,,,,
6082-GLJIX,true,31.33,false,false,,,,,,,,,,
6082-OQFBA,true,24.88,false,false,,,,,,,,,,
6100-FJZDG,true,45.28,false,false,,,,,,,,,,
6112-KTHFQ,true,21.36,false,false,,,,,,,,,,
6121-VZNQB,true,34.79,false,false,,,,,,,,,,
6124-ACRHJ,true,41.28,false,false,,,,,,,,,,
6131-IUNXN,true,46.91,false,false,,,,,,,,,,
6131-JLWZM,true,22.01,false,false,,,,,,,,,,
6139-ZZRBQ,true,4.99,false,false,,,,,,,,,,
6141-OOXUQ,true,17.25,false,false,,,,,,,,,,
6147-CBCRA,true,4.15,false,false,,,,,,,,,,
6164-HXUGH,true,6.48,false,false,,,,,,,,,,
6169-PPETC,true,47.33,false,false,,,,,,,,,,
6184-DYUOB,true,41.9,false,false,,,,,,,,,,
6188-UXBBR,true,10.54,false,false,,,,,,,,,,
6202-JVYEU,true,4.02,false,false,,,,,,,,,,
6217-KDYWC,true,5.71,false,false,,,,,,,,,,
6223-DHJGV,true,23.25,false,false,,,,,,,,,,
6231-WFGFH,true,3.63,false,false,,,,,,,,,,
6248-BSHKG,true,31.49,false,false,,,,,,,,,,
6260-XLACS,true,23.04,false,false,,,,,,,,,,
6265-FRMTQ,true,25.58,false,false,,,,,,,,,,
6278-FEPBZ,true,2.6,false,false,,,,,,,,,,
6286-SUUWT,true,27.08,false,false,,,,,,,,,,
6319-QSUSR,true,44.88,false,false,,,,,,,,,,
6323-AYBRX,true,26.63,false,false,,,,,,,,,,
6340-DACFT,true,10.13,false,false,,,,,,,,,,
6345-FZOQH,true,30.86,false,false,,,,,,,,,,
6349-JDHQP,true,18.81,false,false,,,,,,,,,,
6368-TZZDT,true,3.57,false,false,,,,,,,,,,
6377-KSLXC,true,24.16,false,false,,,,,,,,,,
6380-ARCEH,true,41.1,false,false,,,,,,,,,,
6394-HHHZM,true,38.41,false,false,,,,,,,,,,
6419-ZTTLE,true,45.83,false,false,,,,,,,,,,
6425-JWTDV,true,15.95,false,false,,,,,,,,,,
6447-EGDIV,true,31.79,false,false,,,,,,,,,,
6469-MRVET,true,44.69,false,false,,,,,,,,,,
6469-QJKZW,true,45.84,false,false,,,,,,,,,,
6476-EPYZR,true,46.06,false,false,,,,,,,,,,
6479-OAUSD,true,7.17,false,false,,,,,,,,,,
6479-SZPLM,true,32.3,false,false,,,,,,,,,,
6490-FGZAT,true,32.34,false,false,,,,,,,,,,
6506-EYCNH,true,15.85,false,false,,,,,,,,,,
6508-NJYRO,true,14.27,false,false,,,,,,,,,,
6518-PPLMZ,true,25.32,false,false,,,,,,,,,,
6527-PZFPV,true,25.84,false,false,,,,,,,,,,
6532-YLWSI,true,37.85,false,false,,,,,,,,,,
6549-YMFAW,true,1.66,false,false,,,,,,,,,,
6551-VLJMV,true,4.42,false,false,,,,,,,,,,
6563-VRERX,true,34.22,false,false,,,,,,,,,,
6569-KTMDU,true,5.02,false,false,,,,,,,,,,
6579-JPICP,true,17.81,false,false,,,,,,,,,,
6582-PLFUU,true,28.96,false,false,,,,,,,,,,
6585-WCEWR,true,22.78,false,false,,,,,,,,,,
6598-RFFVI,true,15.79,false,false,,,,,,,,,,
6615-ZGEDR,true,1.91,false,false,,,,,,,,,,
6619-RPLQZ,true,40.19,false,false,,,,,,,,,,
6621-NRZAK,true,46.9,false,false,,,,,,,,,,
6621-YOBKI,true,31.78,false,false,,,,,,,,,,
6625-FLENO,true,18.68,false,false,,,,,,,,,,
6648-INWPS,true,38.55,false,false,,,,,,,,,,
6654-QGBZZ,true,1.5,false,false,,,,,,,,,,
6671-NGWON,true,41.57,false,false,,,,,,,,,,
6685-XSHHU,true,32.12,false,false,,,,,,,,,,
6696-YDAYZ,true,27.24,false,false,,,,,,,,,,
6698-OXETB,true,49.8,false,false,,,,,,,,,,
6725-TPKJO,true,47.53,false,false,,,,,,,,,,
6728-WYQBC,true,2.29,false,false,,,,,,,,,,
6729-FZWSY,true,9.05,false,false,,,,,,,,,,
6734-CKRSM,true,40.2,false,false,,,,,,,,,,
6734-JDTTV,true,33.47,false,false,,,,,,,,,,
6746-WAUWT,true,26.54,false,false,,,,,,,,,,
6762-NSODU,true,12.68,false,false,,,,,,,,,,
6770-XUAGN,true,16.66,false,false,,,,,,,,,,
6772-WFQRD,true,26.41,false,false,,,,,,,,,,
6776-TLWOI,true,32.01,false,false,,,,,,,,,,
6806-YDEUL,true,2.03,false,false,,,,,,,,,,
6823-SIDFQ,true,40.39,false,false,,,,,,,,,,
6828-HMKWP,true,49.7,false,false,,,,,,,,,,
6837-BJYDQ,true,35.65,false,false,,,,,,,,,,
6838-HVLXG,true,32.32,false,false,,,,,,,,,,
6848-HJTXY,true,19.98,false,false,,,,,,,,,,
6849-WLEYG,true,11.91,false,false,,,,,,,,,,
6855-VLGOS,true,37.11,false,false,,,,,,,,,,
6861-OKBCE,true,33.06,false,false,,,,,,,,,,
6870-ECSHE,true,46.0,false,false,,,,,,,,,,
6878-GGDWG,true,12.35,false,false,,,,,,,,,,
6892-BOGQE,true,14.91,false,false,,,,,,,,,,
6922-NCEDI,true,48.63,false,false,,,,,,,,,,
6923-AQONU,true,18.91,false,false,,,,,,,,,,
6924-TDGMT,true,26.11,false,false,,,,,,,,,,
6928-ONTRW,true,48.04,false,false,,,,,,,,,,
6942-LBFDP,true,16.7,false,false,,,,,,,,,,
6961-MJKBO,true,6.61,false,false,,,,,,,,,,
6972-SNKKW,true,47.46,false,false,,,,,,,,,,
6974-DAFLI,true,3.28,false,false,,,,,,,,,,
6979-TNDEU,true,14.32,false,false,,,,,,,,,,
6980-CDGFC,true,7.91,false,false,,,,,,,,,,
6980-IMXXE,true,42.49,false,false,,,,,,,,,,
6982-UQZLY,true,22.86,false,false,,,,,,,,,,
7009-PCARS,true,39.29,false,false,,,,,,,,,,
7010-ZMVBF,true,14.6,false,false,,,,,,,,,,
7017-VFULY,true,32.86,false,false,,,,,,,,,,
7026-YMSBE,true,24.57,false,false,,,,,,,,,,
7033-CLAMM,true,18.64,false,false,,,,,,,,,,
7047-YXDMZ,true,34.39,false,false,,,,,,,,,,
7061-OVMIM,true,21.14,false,false,,,,,,,,,,
7064-JHXCE,true,20.96,false,false,,,,,,,,,,
7073-QETQY,true,45.03,false,false,,,,,,,,,,
7083-MIOPC,true,42.36,false,false,,,,,,,,,,
7094-MSZAO,true,13.83,false,false,,,,,,,,,,
7096-UCLNH,true,11.1,false,false,,,,,,,,,,
7114-AEOZE,true,31.12,false,false,,,,,,,,,,
7137-NAXML,true,26.37,false,false,,,,,,,,,,
7140-ADSMJ,true,35.21,false,false,,,,,,,,,,
7157-SMCFK,true,15.02,false,false,,,,,,,,,,
7167-PCEYD,true,4.72,false,false,,,,,,,,,,
7168-HDQHG,true,20.57,false,false,,,,,,,,,,
7190-XHTWJ,true,32.63,false,false,,,,,,,,,,
7196-LIWRH,true,7.35,false,false,,,,,,,,,,
7205-BAIAD,true,22.89,false,false,,,,,,,,,,
7216-KAOID,true,39.53,false,false,,,,,,,,,,
7219-TLZHO,true,39.89,false,false,,,,,,,,,,
7234-KMNRQ,true,8.38,false,false,,,,,,,,,,
7239-HZZCX,true,29.33,false,false,,,,,,,,,,
7242-EDTYC,true,14.37,false,false,,,,,,,,,,
7243-LCGGZ,true,10.21,false,false,,,,,,,,,,
7244-KXYZN,true,5.98,false,false,,,,,,,,,,
7266-GSSJX,true,16.67,false,false,,,,,,,,,,
7267-FRMJW,true,4.57,false,false,,,,,,,,,,
7268-WNTCP,true,1.87,false,false,,,,,,,,,,
7277-KAMWT,true,1.61,false,false,,,,,,,,,,
7279-NMVJC,true,25.62,false,false,,,,,,,,,,
7291-CDTMJ,true,13.85,false,false,,,,,,,,,,
7293-LSCDV,true,23.68,false,false,,,,,,,,,,
7297-DVYGA,true,29.87,false,false,,,,,,,,,,
7298-IZWLY,true,23.97,false,false,,,,,,,,,,
7302-ZHMHP,true,22.37,false,false,,,,,,,,,,
7305-ZWMAJ,true,22.89,false,false,,,,,,,,,,
7310-EGVHZ,true,24.48,false,false,,,,,,,,,,
7311-MQJCH,true,37.97,false,false,,,,,,,,,,
7319-ZNRTR,true,15.76,false,false,,,,,,,,,,
7321-KKSDU,true,16.94,false,false,,,,,,,,,,
7328-OWMOM,true,33.71,false,false,,,,,,,,,,
7328-ZJAJO,true,9.51,false,false,,,,,,,,,,
7337-CINUD,true,17.2,false,false,,,,,,,,,,
7353-YOWFP,true,39.59,false,false,,,,,,,,,,
7369-TRPFD,true,17.17,false,false,,,,,,,,,,
7407-SUJIZ,true,13.36,false,false,,,,,,,,,,
7416-CKTEP,true,23.28,false,false,,,,,,,,,,
7427-AUFPY,true,25.72,false,false,,,,,,,,,,
7434-SHXLS,true,15.73,false,false,,,,,,,,,,
7435-ZNUYY,true,12.17,false,false,,,,,,,,,,
7446-SFAOA,true,15.51,false,false,,,,,,,,,,
7463-IFMQU,true,47.24,false,false,,,,,,,,,,
7469-LKBCI,true,32.62,false,false,,,,,,,,,,
7473-ZBDSN,true,44.55,false,false,,,,,,,,,,
7493-GVFIO,true,12.99,false,false,,,,,,,,,,
7515-LODFU,true,20.62,false,false,,,,,,,,,,
7521-YXVZY,true,5.15,false,false,,,,,,,,,,
7526-IVLYU,true,35.59,false,false,,,,,,,,,,
7531-GQHME,true,38.96,false,false,,,,,,,,,,
7542-CYDDM,true,22.97,false,false,,,,,,,,,,
7551-JOHTI,true,32.45,false,false,,,,,,,,,,
7552-KEYGT,true,44.19,false,false,,,,,,,,,,
7558-IMLMT,true,8.82,false,false,,,,,,,,,,
7560-QRBXH,true,9.19,false,false,,,,,,,,,,
7596-IIWYC,true,35.77,false,false,,,,,,,,,,
7601-GNDYK,true,20.85,false,false,,,,,,,,,,
7601-WFVZV,true,17.94,false,false,,,,,,,,,,
7602-DBTOU,true,37.83,false,false,,,,,,,,,,
7606-BPHHN,true,30.44,false,false,,,,,,,,,,
7609-NRNCA,true,42.42,false,false,,,,,,,,,,
7617-EYGLW,true,46.59,false,false,,,,,,,,,,
7623-HKYRK,true,27.78,false,false,,,,,,,,,,
7632-YUTXB,true,13.06,false,false,,,,,,,,,,
7634-HLQJR,true,1.44,false,false,,,,,,,,,,
7636-XUHWW,true,3.82,false,false,,,,,,,,,,
7643-RCHXS,true,41.84,false,false,,,,,,,,,,
7644-OMVMY,true,15.51,false,false,,,,,,,,,,
7647-GYYKX,true,41.93,false,false,,,,,,,,,,
7649-PHJVR,true,33.48,false,false,,,,,,,,,,
7665-VIGUD,true,17.4,false,false,,,,,,,,,,
7673-BQGKU,true,11.47,false,false,,,,,,,,,,
7677-SJJJK,true,48.39,false,false,,,,,,,,,,
7695-PKLCZ,true,48.41,false,false,,,,,,,,,,
7696-CFTAT,true,8.21,false,false,,,,,,,,,,
7698-YFGEZ,true,25.99,false,false,,,,,,,,,,
7706-DZNKK,true,44.53,false,false,,,,,,,,,,
7706-YLMQA,true,10.0,false,false,,,,,,,,,,
7717-BICXI,true,15.65,false,false,,,,,,,,,,
7721-DVEKZ,true,23.67,false,false,,,,,,,,,,
7727-SHVZV,true,43.83,false,false,,,,,,,,,,
7729-XBTWX,true,31.53,false,false,,,,,,,,,,
7762-ONLJY,true,44.13,false,false,,,,,,,,,,
7764-BDPEE,true,19.58,false,false,,,,,,,,,,
7777-UNYHB,true,24.65,false,false,,,,,,,,,,
7785-RDVIG,true,10.13,false,false,,,,,,,,,,
7787-BNTZM,true,6.93,false,false,,,,,,,,,,
7808-DVWEP,true,31.06,false,false,,,,,,,,,,
7813-TKCVO,true,27.96,false,false,,,,,,,,,,
7814-LEEVE,true,6.64,false,false,,,,,,,,,,
7815-PDTHL,true,42.8,false,false,,,,,,,,,,
7817-OMJNA,true,36.42,false,false,,,,,,,,,,
7839-QRKXN,true,48.25,false,false,,,,,,,,,,
7845-URHJN,true,11.35,false,false,,,,,,,,,,
7850-THJMU,true,12.71,false,false,,,,,,,,,,
7853-GVUDZ,true,3.09,false,false,,,,,,,,,,
7853-WNZSY,true,1.61,false,false,,,,,,,,,,
7854-EKTJL,true,29.81,false,false,,,,,,,,,,
7872-BAAZR,true,30.31,false,false,,,,,,,,,,
7874-ECPQJ,true,27.37,false,false,,,,,,,,,,
7876-DNYAP,true,8.39,false,false,,,,,,,,,,
7878-RTCZG,true,2.38,false,false,,,,,,,,,,
7893-IXHRQ,true,15.91,false,false,,,,,,,,,,
7926-IJOOU,true,16.36,false,false,,,,,,,,,,
7941-RCJOW,true,44.7,false,false,,,,,,,,,,
7945-PRBVF,true,17.2,false,false,,,,,,,,,,
7956-XQWGU,true,2.59,false,false,,,,,,,,,,
7968-QUXNS,true,27.54,false,false,,,,,,,,,,
7969-FFOWG,true,18.07,false,false,,,,,,,,,,
7976-CICYS,true,27.04,false,false,,,,,,,,,,
7977-HXJKU,true,27.6,false,false,,,,,,,,,,
7989-CHGTL,true,14.17,false,false,,,,,,,,,,
7998-ZLXWN,true,12.41,false,false,,,,,,,,,,
8003-EWNDZ,true,10.46,false,false,,,,,,,,,,
8006-PYCSW,true,35.5,false,false,,,,,,,,,,
8008-OTEZX,true,18.29,false,false,,,,,,,,,,
8022-BECSI,true,20.46,false,false,,,,,,,,,,
8043-PNYSD,true,10.67,false,false,,,,,,,,,,
8044-BGWPI,true,33.9,false,false,,,,,,,,,,
8048-DSDFQ,true,13.08,false,false,,,,,,,,,,
8053-WWDRO,true,31.7,false,false,,,,,,,,,,
8067-NIOYM,true,20.6,false,false,,,,,,,,,,
8073-IJDCM,true,26.37,false,false,,,,,,,,,,
8075-GXIUB,true,22.79,false,false,,,,,,,,,,
8076-FEZKJ,true,15.71,false,false,,,,,,,,,,
8084-OIVBS,true,46.49,false,false,,,,,,,,,,
8129-GMVGI,true,35.38,false,false,,,,,,,,,,
8138-EALND,true,3.49,false,false,,,,,,,,,,
8143-ETQTI,true,1.88,false,false,,,,,,,,,,
8148-WOCMK,true,13.43,false,false,,,,,,,,,,
8150-QUDFX,true,27.47,false,false,,,,,,,,,,
8164-OCKUJ,true,2.47,false,false,,,,,,,,,,
8173-RXAYP,true,30.41,false,false,,,,,,,,,,
8174-LNWMW,true,26.16,false,false,,,,,,,,,,
8189-DUKMV,true,44.73,false,false,,,,,,,,,,
8191-XWSZG,true,22.55,false,false,,,,,,,,,,
8194-PEEBY,true,4.47,false,false,,,,,,,,,,
8203-XJZRC,true,40.46,false,false,,,,,,,,,,
8204-TIFGJ,true,16.26,false,false,,,,,,,,,,
8215-NGSPE,true,3.14,false,false,,,,,,,,,,
8229-BUJHX,true,11.13,false,false,,,,,,,,,,
8232-UTFOZ,true,7.18,false,false,,,,,,,,,,
8241-JUIQO,true,25.91,false,false,,,,,,,,,,
8246-SHFGA,true,34.02,false,false,,,,,,,,,,
8249-THVEC,true,37.63,false,false,,,,,,,,,,
8262-COGGB,true,11.61,false,false,,,,,,,,,,
8267-KFGYD,true,10.14,false,false,,,,,,,,,,
8285-ABVLB,true,40.91,false,false,,,,,,,,,,
8295-FHIVV,true,9.19,false,false,,,,,,,,,,
8305-VHZBZ,true,13.27,false,false,,,,,,,,,,
8314-HTWVE,true,35.26,false,false,,,,,,,,,,
8317-BVKSO,true,9.19,false,false,,,,,,,,,,
8327-WKMIE,true,34.37,false,false,,,,,,,,,,
8329-IBCTI,true,6.08,false,false,,,,,,,,,,
8347-GDTMP,true,14.78,false,false,,,,,,,,,,
8380-MQINP,true,3.18,false,false,,,,,,,,,,
8387-UGUSU,true,37.9,false,false,,,,,,,,,,
8388-DMKAE,true,15.86,false,false,,,,,,,,,,
8393-JMVMB,true,29.15,false,false,,,,,,,,,,
8395-ETZKQ,true,35.14,false,false,,,,,,,,,,
8402-OOOHJ,true,31.62,false,false,,,,,,,,,,
8410-BGQXN,true,22.54,false,false,,,,,,,,,,
8430-TWCBX,true,29.18,false,false,,,,,,,,,,
8434-VGEQQ,true,46.76,false,false,,,,,,,,,,
8439-LTUGF,true,19.1,false,false,,,,,,,,,,
8457-XIGKN,true,29.12,false,false,,,,,,,,,,
8464-EETCQ,true,19.69,false,false,,,,,,,,,,
8499-BRXTD,true,38.73,false,false,,,,,,,,,,
8510-BBWMU,true,37.46,false,false,,,,,,,,,,
8512-WIWYV,true,36.78,false,false,,,,,,,,,,
8514-VZHEB,true,18.75,false,false,,,,,,,,,,
8540-ZQGEA,true,32.72,false,false,,,,,,,,,,
8544-JNBOX,true,23.43,false,false,,,,,,,,,,
8559-WNQZS,true,43.82,false,false,,,,,,,,,,
8562-GHPPI,true,11.96,false,false,,,,,,,,,,
8566-YPRGL,true,33.02,false,false,,,,,,,,,,
8573-CGOCC,true,24.79,false,false,,,,,,,,,,
8573-JGCZW,true,47.79,false,false,,,,,,,,,,
8577-QSOCG,true,26.84,false,false,,,,,,,,,,
8590-OHDIW,true,44.32,false,false,,,,,,,,,,
8605-ITULD,true,5.1,false,false,,,,,,,,,,
8610-ZIKJJ,true,35.42,false,false,,,,,,,,,,
8620-RJPZN,true,45.86,false,false,,,,,,,,,,
8631-XVRZL,true,48.61,false,false,,,,,,,,,,
8681-ICONS,true,24.64,false,false,,,,,,,,,,
8701-DGLVH,true,47.43,false,false,,,,,,,,,,
8711-LOBKY,true,41.19,false,false,,,,,,,,,,
8717-VCTXJ,true,48.41,false,false,,,,,,,,,,
8727-JQFHV,true,29.64,false,false,,,,,,,,,,
8735-NBLWT,true,45.83,false,false,,,,,,,,,,
8739-QOTTN,true,5.42,false,false,,,,,,,,,,
8746-BFOAJ,true,23.23,false,false,,,,,,,,,,
8747-UDCOI,true,48.66,false,false,,,,,,,,,,
8748-HFWBO,true,32.47,false,false,,,,,,,,,,
8749-CLJXC,true,13.51,false,false,,,,,,,,,,
8750-QWZAJ,true,48.44,false,false,,,,,,,,,,
8752-IMQOS,true,5.2,false,false,,,,,,,,,,
8755-OGKNA,true,42.14,false,false,,,,,,,,,,
8763-KIAFH,true,20.96,false,false,,,,,,,,,,
8779-YIQQA,true,18.0,false,false,,,,,,,,,,
8780-RSYYU,true,6.0,false,false,,,,,,,,,,
8838-GPHZP,true,16.57,false,false,,,,,,,,,,
8857-CUPFQ,true,17.38,false,false,,,,,,,,,,
8859-DZTGQ,true,14.48,false,false,,,,,,,,,,
8859-YSTWS,true,11.02,false,false,,,,,,,,,,
8873-TMKGR,true,49.52,false,false,,,,,,,,,,
8884-FEEWR,true,42.02,false,false,,,,,,,,,,
8884-MRNSU,true,14.69,false,false,,,,,,,,,,
8896-RAZCR,true,13.45,false,false,,,,,,,,,,
8902-ZEOVF,true,6.51,false,false,,,,,,,,,,
8908-SLFCJ,true,22.29,false,false,,,,,,,,,,
8909-BOLNL,true,12.05,false,false,,,,,,,,,,
8917-FAEMR,true,26.49,false,false,,,,,,,,,,
8917-SZTTJ,true,21.98,false,false,,,,,,,,,,
8922-NPKBJ,true,34.33,false,false,,,,,,,,,,
8942-DBMHZ,true,41.11,false,false,,,,,,,,,,
8944-AILEF,true,39.84,false,false,,,,,,,,,,
8957-THMOA,true,18.95,false,false,,,,,,,,,,
8963-MQVYN,true,43.97,false,false,,,,,,,,,,
8966-OIQHG,true,45.35,false,false,,,,,,,,,,
8966-SNIZF,true,23.52,false,false,,,,,,,,,,
8969-PRHFK,true,1.42,false,false,,,,,,,,,,
8974-OVACP,true,27.59,false,false,,,,,,,,,,
8992-CEUEN,true,7.8,false,false,,,,,,,,,,
8999-EXMNO,true,31.85,false,false,,,,,,,,,,
9025-ZRPVR,true,49.74,false,false,,,,,,,,,,
9030-QGZNL,true,11.46,false,false,,,,,,,,,,
9039-ZVJDC,true,16.32,false,false,,,,,,,,,,
9046-DQMTP,true,17.92,false,false,,,,,,,,,,
9046-JBFWA,true,30.36,false,false,,,,,,,,,,
9063-ZGTUY,true,46.27,false,false,,,,,,,,,,
9067-SQTNS,true,34.94,false,false,,,,,,,,,,
9068-FHQHD,true,3.01,false,false,,,,,,,,,,
9081-WWXKP,true,37.35,false,false,,,,,,,,,,
9084-OAYKL,true,49.02,false,false,,,,,,,,,,
9101-NTIXF,true,15.16,false,false,,,,,,,,,,
9103-CXVOK,true,30.38,false,false,,,,,,,,,,
9122-UMROB,true,10.84,false,false,,,,,,,,,,
9135-HSWOC,true,14.93,false,false,,,,,,,,,,
9137-NOQKA,true,7.03,false,false,,,,,,,,,,
9142-XMYJH,true,2.76,false,false,,,,,,,,,,
9150-KPBJQ,true,29.09,false,false,,,,,,,,,,
9170-ARBTB,true,8.25,false,false,,,,,,,,,,
9173-IVZVP,true,43.71,false,false,,,,,,,,,,
9174-FKWZE,true,22.92,false,false,,,,,,,,,,
9184-GALIL,true,2.86,false,false,,,,,,,,,,
9227-UAQFT,true,40.17,false,false,,,,,,,,,,
9251-AWQGT,true,9.77,false,false,,,,,,,,,,
9256-JTBNZ,true,48.92,false,false,,,,,,,,,,
9257-AZMTZ,true,2.44,false,false,,,,,,,,,,
9294-TDIPC,true,12.22,false,false,,,,,,,,,,
9313-CDOGY,true,24.16,false,false,,,,,,,,,,
9313-QOLTZ,true,31.73,false,false,,,,,,,,,,
9318-NKNFC,true,40.49,false,false,,,,,,,,,,
9347-AERRL,true,36.14,false,false,,,,,,,,,,
9364-YKUVW,true,16.13,false,false,,,,,,,,,,
9367-OIUXP,true,45.37,false,false,,,,,,,,,,
9367-TCUYN,true,8.82,false,false,,,,,,,,,,
9371-BITHB,true,3.41,false,false,,,,,,,,,,
9374-YOLBJ,true,25.1,false,false,,,,,,,,,,
9385-EHGDO,true,9.04,false,false,,,,,,,,,,
9391-TTOYH,true,13.98,false,false,,,,,,,,,,
9392-XBGTD,true,8.55,false,false,,,,,,,,,,
9418-RUKPH,true,49.9,false,false,,,,,,,,,,
9424-CMPOG,true,2.68,false,false,,,,,,,,,,
9426-SXNHE,true,4.92,false,false,,,,,,,,,,
9441-QHEVC,true,44.22,false,false,,,,,,,,,,
9442-JTWDL,true,26.85,false,false,,,,,,,,,,
9447-YPTBX,true,28.1,false,false,,,,,,,,,,
9451-WLYRI,true,46.24,false,false,,,,,,,,,,
9467-ROOLM,true,30.28,false,false,,,,,,,,,,
9483-GCPWE,true,27.34,false,false,,,,,,,,,,
9498-FIMXL,true,31.02,false,false,,,,,,,,,,
9500-WBGRP,true,42.49,false,false,,,,,,,,,,
9503-XJUME,true,22.65,false,false,,,,,,,,,,
9504-YAZWB,true,28.46,false,false,,,,,,,,,,
9507-HSMMZ,true,27.3,false,false,,,,,,,,,,
9509-MPYOD,true,35.5,false,false,,,,,,,,,,
9512-PHSMG,true,10.42,false,false,,,,,,,,,,
9522-ZSINC,true,7.33,false,false,,,,,,,,,,
9531-NSBMR,true,49.85,false,false,,,,,,,,,,
9534-NSXEM,true,31.53,false,false,,,,,,,,,,
9537-JALFH,true,28.19,false,false,,,,,,,,,,
9548-LERKT,true,27.38,false,false,,,,,,,,,,
9565-AXSMR,true,40.76,false,false,,,,,,,,,,
9585-KKMFD,true,16.02,false,false,,,,,,,,,,
9588-YRFHY,true,6.26,false,false,,,,,,,,,,
9602-WCXPI,true,21.72,false,false,,,,,,,,,,
9617-UDPEU,true,35.4,false,false,,,,,,,,,,
9618-LFJRU,true,3.05,false,false,,,,,,,,,,
9620-QJREV,true,42.25,false,false,,,,,,,,,,
9621-OUPYD,true,10.49,false,false,,,,,,,,,,
9624-EGDEQ,true,41.99,false,false,,,,,,,,,,
9625-RZFUK,true,3.65,false,false,,,,,,,,,,
9629-NHXFW,true,48.79,false,false,,,,,,,,,,
9631-RXVJM,true,4.24,false,false,,,,,,,,,,
9639-BUJXT,true,35.35,false,false,,,,,,,,,,
9646-NMHXE,true,6.54,false,false,,,,,,,,,,
9700-ZCLOT,true,17.03,false,false,,,,,,,,,,
9708-KFDBY,true,7.32,false,false,,,,,,,,,,
9710-NJERN,true,1.57,false,false,,,,,,,,,,
9732-OUYRN,true,13.13,false,false,,,,,,,,,,
9746-UGFAC,true,10.25,false,false,,,,,,,,,,
9753-OYLBX,true,8.56,false,false,,,,,,,,,,
9764-REAFF,true,26.99,false,false,,,,,,,,,,
9766-HGEDE,true,1.64,false,false,,,,,,,,,,
9770-LXDBK,true,14.79,false,false,,,,,,,,,,
9788-YTFGE,true,13.86,false,false,,,,,,,,,,
9798-OPFEM,true,32.78,false,false,,,,,,,,,,
9800-OUIGR,true,7.83,false,false,,,,,,,,,,
9801-NOSHQ,true,1.2,false,false,,,,,,,,,,
9805-FILKB,true,4.72,false,false,,,,,,,,,,
9814-AOUDH,true,24.17,false,false,,,,,,,,,,
9818-XQCUV,true,25.92,false,false,,,,,,,,,,
9824-QCJPK,true,21.77,false,false,,,,,,,,,,
9837-FWLCH,true,25.33,false,false,,,,,,,,,,
9845-QOMAD,true,26.99,false,false,,,,,,,,,,
9847-HNVGP,true,25.91,false,false,,,,,,,,,,
9860-LISIZ,true,36.75,false,false,,,,,,,,,,
9867-JCZSP,true,8.74,false,false,,,,,,,,,,
9867-NNXLC,true,33.92,false,false,,,,,,,,,,
9916-AYHTC,true,32.04,false,false,,,,,,,,,,
9929-PLVPA,true,30.79,false,false,,,,,,,,,,
9932-WBWIK,true,47.88,false,false,,,,,,,,,,
9938-PRCVK,true,23.95,false,false,,,,,,,,,,
9945-PSVIP,true,2.82,false,false,,,,,,,,,,
9950-MTGYX,true,19.18,false,false,,,,,,,,,,
9962-BFPDU,true,16.02,false,false,,,,,,,,,,
9967-ATRFS,true,32.03,false,false,,,,,,,,,,
9970-QBCDA,true,31.02,false,false,,,,,,,,,,
9972-EWRJS,true,48.75,false,false,,,,,,,,,,
9975-GPKZU,true,7.67,false,false,,,,,,,,,,
9975-SKRNR,true,49.51,false,false,,,,,,,,,,
9986-BONCE,true,2.01,false,false,,,,,,,,,,
0080-OROZO,true,36.42,false,true,Fiber Optic,2,false,false,true,true,true,true,true,true
0848-ZGQIJ,true,10.5,false,true,Fiber Optic,2,false,true,false,false,true,true,true,true
1346-PJWTK,true,17.73,false,true,Fiber Optic,2,false,true,true,true,false,true,true,true
1585-MQSSU,true,46.6,false,true,Cable,2,false,false,false,true,false,false,false,true
