customer_id,customer_status,churn_category,churn_reason
8565-CLBZW,Churned,Competitor,Competitor made better offer
8580-AECUZ,Churned,Competitor,Competitor made better offer
8580-QVLOC,Churned,Competitor,Competitor made better offer
8601-QACRS,Churned,Competitor,Competitor made better offer
8625-AZYZY,Churned,Competitor,Competitor made better offer
8634-CILSZ,Churned,Competitor,Competitor made better offer
8780-IXSTS,Churned,Competitor,Competitor made better offer
8785-EPNCG,Churned,Competitor,Competitor made better offer
8818-XYFCQ,Churned,Competitor,Competitor made better offer
8821-XNHVZ,Churned,Competitor,Competitor made better offer
8835-VSDSE,Churned,Competitor,Competitor made better offer
8861-HGGKB,Churned,Competitor,Competitor made better offer
8901-HJXTF,Churned,Competitor,Competitor made better offer
8945-MUQUF,Churned,Competitor,Competitor made better offer
8972-HJWNV,Churned,Competitor,Competitor made better offer
9019-QVLZD,Churned,Competitor,Competitor made better offer
9050-QLROH,Churned,Competitor,Competitor made better offer
9057-MSWCO,Churned,Competitor,Competitor made better offer
9095-HFAFX,Churned,Competitor,Competitor made better offer
9248-OJYKK,Churned,Competitor,Competitor made better offer
9250-WYPLL,Churned,Competitor,Competitor made better offer
9283-LZQOH,Churned,Competitor,Competitor made better offer
9306-CPCBC,Churned,Competitor,Competitor made better offer
9391-EOYLI,Churned,Competitor,Competitor made better offer
9412-ARGBX,Churned,Competitor,Competitor made better offer
9430-FRQOC,Churned,Competitor,Competitor made better offer
9451-LPGOO,Churned,Competitor,Competitor made better offer
9465-RWMXL,Churned,Competitor,Competitor made better offer
9488-HGMJH,Churned,Competitor,Competitor made better offer
9490-DFPMD,Churned,Competitor,Competitor made better offer
9497-QCMMS,Churned,Competitor,Competitor made better offer
9526-JAWYF,Churned,Competitor,Competitor made better offer
9530-EHPOH,Churned,Competitor,Competitor made better offer
9564-KCLHR,Churned,Competitor,Competitor made better offer
9572-MTILT,Churned,Competitor,Competitor made better offer
9600-NAXZN,Churned,Competitor,Competitor made better offer
9601-BRXPO,Churned,Competitor,Competitor made better offer
9611-CTWIH,Churned,Competitor,Competitor made better offer
9614-RMGHA,Churned,Competitor,Competitor made better offer
9637-EIHEQ,Churned,Competitor,Competitor made better offer
9661-ACXBS,Churned,Competitor,Competitor made better offer
9681-OXGVC,Churned,Competitor,Competitor made better offer
9689-PTNPG,Churned,Competitor,Competitor made better offer
9734-UYXQI,Churned,Competitor,Competitor made better offer
9801-GDWGV,Churned,Competitor,Competitor made better offer
9809-IMGCQ,Churned,Competitor,Competitor made better offer
9820-RMCQV,Churned,Competitor,Competitor made better offer
9828-AOQLM,Churned,Competitor,Competitor made better offer
9835-ZIITK,Churned,Competitor,Competitor made better offer
9851-KIELU,Churned,Competitor,Competitor made better offer
9878-TNQGW,Churned,Competitor,Competitor made better offer
9940-RHLFB,Churned,Competitor,Competitor made better offer
9986-BONCE,Churned,Competitor,Competitor made better offer
0112-QWPNC,Churned,Competitor,Competitor offered higher download speeds
0133-BMFZO,Churned,Competitor,Competitor offered higher download speeds
0376-YMCJC,Churned,Competitor,Competitor offered higher download speeds
0471-LVHGK,Churned,Competitor,Competitor offered higher download speeds
0587-DMGBH,Churned,Competitor,Competitor offered higher download speeds
0634-SZPQA,Churned,Competitor,Competitor offered higher download speeds
0637-UBJRP,Churned,Competitor,Competitor offered higher download speeds
0719-SYFRB,Churned,Competitor,Competitor offered higher download speeds
0727-BMPLR,Churned,Competitor,Competitor offered higher download speeds
0778-NELLA,Churned,Competitor,Competitor offered higher download speeds
0807-ZABDG,Churned,Competitor,Competitor offered higher download speeds
0870-VEMYL,Churned,Competitor,Competitor offered higher download speeds
0887-HJGAR,Churned,Competitor,Competitor offered higher download speeds
0939-YAPAF,Churned,Competitor,Competitor offered higher download speeds
1095-JUDTC,Churned,Competitor,Competitor offered higher download speeds
1113-IUJYX,Churned,Competitor,Competitor offered higher download speeds
1193-RTSLK,Churned,Competitor,Competitor offered higher download speeds
1465-VINDH,Churned,Competitor,Competitor offered higher download speeds
1502-XFCVR,Churned,Competitor,Competitor offered higher download speeds
1565-RHDJD,Churned,Competitor,Competitor offered higher download speeds
1678-FYZOW,Churned,Competitor,Competitor offered higher download speeds
1699-HPSBG,Churned,Competitor,Competitor offered higher download speeds
1862-SKORY,Churned,Competitor,Competitor offered higher download speeds
1915-IOFGU,Churned,Competitor,Competitor offered higher download speeds
1925-TIBLE,Churned,Competitor,Competitor offered higher download speeds
1963-SVUCV,Churned,Competitor,Competitor offered higher download speeds
2592-SEIFQ,Churned,Competitor,Competitor offered higher download speeds
2619-WFQWU,Churned,Competitor,Competitor offered higher download speeds
2691-NZETQ,Churned,Competitor,Competitor offered higher download speeds
2810-FTLEM,Churned,Competitor,Competitor offered higher download speeds
2889-FPWRM,Churned,Competitor,Competitor offered higher download speeds
2930-UOTMB,Churned,Competitor,Competitor offered higher download speeds
2951-QOQTK,Churned,Competitor,Competitor offered higher download speeds
2962-XPMCQ,Churned,Competitor,Competitor offered higher download speeds
3223-WZWJM,Churned,Competitor,Competitor offered higher download speeds
3259-FDWOY,Churned,Competitor,Competitor offered higher download speeds
3440-JPSCL,Churned,Competitor,Competitor offered higher download speeds
3565-UNOCC,Churned,Competitor,Competitor offered higher download speeds
3683-QKIUE,Churned,Competitor,Competitor offered higher download speeds
3722-WPXTK,Churned,Competitor,Competitor offered higher download speeds
3751-KTZEL,Churned,Competitor,Competitor offered higher download speeds
3815-SLMEF,Churned,Competitor,Competitor offered higher download speeds
4081-DYXAV,Churned,Competitor,Competitor offered higher download speeds
4124-MMETB,Churned,Competitor,Competitor offered higher download speeds
4250-ZBWLV,Churned,Competitor,Competitor offered higher download speeds
4398-HSCJH,Churned,Competitor,Competitor offered higher download speeds
4547-KQRTM,Churned,Competitor,Competitor offered higher download speeds
4550-EVXNY,Churned,Competitor,Competitor offered higher download speeds
4631-OACRM,Churned,Competitor,Competitor offered higher download speeds
4702-IOQDC,Churned,Competitor,Competitor offered higher download speeds
4704-ERYFC,Churned,Competitor,Competitor offered higher download speeds
4785-QRJHC,Churned,Competitor,Competitor offered higher download speeds
4905-JEFDW,Churned,Competitor,Competitor offered higher download speeds
4913-EHYUI,Churned,Competitor,Competitor offered higher download speeds
4919-MOAVT,Churned,Competitor,Competitor offered higher download speeds
5095-AESKG,Churned,Competitor,Competitor offered higher download speeds
5154-VEKBL,Churned,Competitor,Competitor offered higher download speeds
5236-PERKL,Churned,Competitor,Competitor offered higher download speeds
5380-WJKOV,Churned,Competitor,Competitor offered higher download speeds
5385-SUIRI,Churned,Competitor,Competitor offered higher download speeds
5469-CTCWN,Churned,Competitor,Competitor offered higher download speeds
5536-RTPWK,Churned,Competitor,Competitor offered higher download speeds
5669-SRAIP,Churned,Competitor,Competitor offered higher download speeds
5685-IIXLY,Churned,Competitor,Competitor offered higher download speeds
5748-RNCJT,Churned,Competitor,Competitor offered higher download speeds
5797-APWZC,Churned,Competitor,Competitor offered higher download speeds
5842-POCOP,Churned,Competitor,Competitor offered higher download speeds
5875-YPQFJ,Churned,Competitor,Competitor offered higher download speeds
5899-MQZZL,Churned,Competitor,Competitor offered higher download speeds
5980-NOPLP,Churned,Competitor,Competitor offered higher download speeds
6110-OHIHY,Churned,Competitor,Competitor offered higher download speeds
6128-CZOMY,Churned,Competitor,Competitor offered higher download speeds
6178-KFNHS,Churned,Competitor,Competitor offered higher download speeds
6876-ADESB,Churned,Competitor,Competitor offered higher download speeds
6892-XPFPU,Churned,Competitor,Competitor offered higher download speeds
6956-SMUCM,Churned,Competitor,Competitor offered higher download speeds
7016-BPGEU,Churned,Competitor,Competitor offered higher download speeds
7137-RYLPP,Churned,Competitor,Competitor offered higher download speeds
7627-JKIAZ,Churned,Competitor,Competitor offered higher download speeds
7716-YTYHG,Churned,Competitor,Competitor offered higher download speeds
7721-JXEAW,Churned,Competitor,Competitor offered higher download speeds
7854-FOKSF,Churned,Competitor,Competitor offered higher download speeds
8010-EZLOU,Churned,Competitor,Competitor offered higher download speeds
8063-RJYNF,Churned,Competitor,Competitor offered higher download speeds
8436-BJUMM,Churned,Competitor,Competitor offered higher download speeds
8450-JOVAH,Churned,Competitor,Competitor offered higher download speeds
8563-IIOXK,Churned,Competitor,Competitor offered higher download speeds
8603-IJWDN,Churned,Competitor,Competitor offered higher download speeds
8610-WFCJF,Churned,Competitor,Competitor offered higher download speeds
8631-NBHFZ,Churned,Competitor,Competitor offered higher download speeds
8740-CRYFY,Churned,Competitor,Competitor offered higher download speeds
8773-HHUOZ,Churned,Competitor,Competitor offered higher download speeds
8775-CEBBJ,Churned,Competitor,Competitor offered higher download speeds
9524-EGPJC,Churned,Competitor,Competitor offered higher download speeds
9540-JYROE,Churned,Competitor,Competitor offered higher download speeds
9574-RKJIF,Churned,Competitor,Competitor offered higher download speeds
9576-ANLXO,Churned,Competitor,Competitor offered higher download speeds
9692-TUSXH,Churned,Competitor,Competitor offered higher download speeds
9824-BEMCV,Churned,Competitor,Competitor offered higher download speeds
9897-KXHCM,Churned,Competitor,Competitor offered higher download speeds
0117-LFRMW,Churned,Competitor,Competitor offered more data
0195-IESCP,Churned,Competitor,Competitor offered more data
0324-BRPCJ,Churned,Competitor,Competitor offered more data
0325-XBFAC,Churned,Competitor,Competitor offered more data
0495-ZBNGW,Churned,Competitor,Competitor offered more data
0639-TSIQW,Churned,Competitor,Competitor offered more data
0680-DFNNY,Churned,Competitor,Competitor offered more data
0687-ZVTHB,Churned,Competitor,Competitor offered more data
0772-GYEQQ,Churned,Competitor,Competitor offered more data
0818-OCPZO,Churned,Competitor,Competitor offered more data
0872-NXJYS,Churned,Competitor,Competitor offered more data
0895-DQHEW,Churned,Competitor,Competitor offered more data
0927-LCSMG,Churned,Competitor,Competitor offered more data
0940-OUQEC,Churned,Competitor,Competitor offered more data
1092-GANHU,Churned,Competitor,Competitor offered more data
1196-AMORA,Churned,Competitor,Competitor offered more data
1236-WFCDV,Churned,Competitor,Competitor offered more data
1264-BYWMS,Churned,Competitor,Competitor offered more data
1447-GIQMR,Churned,Competitor,Competitor offered more data
1871-MOWRM,Churned,Competitor,Competitor offered more data
1977-STDKI,Churned,Competitor,Competitor offered more data
2013-SGDXK,Churned,Competitor,Competitor offered more data
2024-BASKD,Churned,Competitor,Competitor offered more data
2027-OAQQC,Churned,Competitor,Competitor offered more data
2057-ZBLPD,Churned,Competitor,Competitor offered more data
2260-USTRB,Churned,Competitor,Competitor offered more data
2302-ANTDP,Churned,Competitor,Competitor offered more data
2462-XIIJB,Churned,Competitor,Competitor offered more data
2479-BRAMR,Churned,Competitor,Competitor offered more data
2530-ENDWQ,Churned,Competitor,Competitor offered more data
2533-QVMSK,Churned,Competitor,Competitor offered more data
2754-VDLTR,Churned,Competitor,Competitor offered more data
2777-PHDEI,Churned,Competitor,Competitor offered more data
2968-SSGAA,Churned,Competitor,Competitor offered more data
3045-XETSH,Churned,Competitor,Competitor offered more data
3090-HAWSU,Churned,Competitor,Competitor offered more data
3158-MOERK,Churned,Competitor,Competitor offered more data
3190-XFANI,Churned,Competitor,Competitor offered more data
3313-QKNKB,Churned,Competitor,Competitor offered more data
3400-ESFUW,Churned,Competitor,Competitor offered more data
3519-ZKXGG,Churned,Competitor,Competitor offered more data
3523-QRQLL,Churned,Competitor,Competitor offered more data
3627-FCRDW,Churned,Competitor,Competitor offered more data
3656-TKRVZ,Churned,Competitor,Competitor offered more data
3671-SHRSP,Churned,Competitor,Competitor offered more data
3755-JBMNH,Churned,Competitor,Competitor offered more data
3763-GCZHZ,Churned,Competitor,Competitor offered more data
3765-JXVKY,Churned,Competitor,Competitor offered more data
3842-IYKUE,Churned,Competitor,Competitor offered more data
3957-LXOLK,Churned,Competitor,Competitor offered more data
3982-XWFZQ,Churned,Competitor,Competitor offered more data
4009-ALQFH,Churned,Competitor,Competitor offered more data
4228-ZGYUW,Churned,Competitor,Competitor offered more data
4290-BSXUX,Churned,Competitor,Competitor offered more data
4404-HIBDJ,Churned,Competitor,Competitor offered more data
4505-EXZHB,Churned,Competitor,Competitor offered more data
4587-VVTOX,Churned,Competitor,Competitor offered more data
4614-NUVZD,Churned,Competitor,Competitor offered more data
4710-FDUIZ,Churned,Competitor,Competitor offered more data
4765-OXPPD,Churned,Competitor,Competitor offered more data
4791-QRGMF,Churned,Competitor,Competitor offered more data
4816-JBHOV,Churned,Competitor,Competitor offered more data
4958-XCBDQ,Churned,Competitor,Competitor offered more data
5073-WXOYN,Churned,Competitor,Competitor offered more data
5293-WXJAK,Churned,Competitor,Competitor offered more data
5480-TBGPH,Churned,Competitor,Competitor offered more data
5889-LFOLL,Churned,Competitor,Competitor offered more data
5914-DVBWJ,Churned,Competitor,Competitor offered more data
5981-ITEMU,Churned,Competitor,Competitor offered more data
6000-APYLU,Churned,Competitor,Competitor offered more data
6034-ZRYCV,Churned,Competitor,Competitor offered more data
6158-DWPZT,Churned,Competitor,Competitor offered more data
6172-FECYY,Churned,Competitor,Competitor offered more data
6240-EURKS,Churned,Competitor,Competitor offered more data
6416-TVAIH,Churned,Competitor,Competitor offered more data
6543-CPZMK,Churned,Competitor,Competitor offered more data
6633-MPWBS,Churned,Competitor,Competitor offered more data
6641-XRPSU,Churned,Competitor,Competitor offered more data
6688-UZPWD,Churned,Competitor,Competitor offered more data
6804-GDMOI,Churned,Competitor,Competitor offered more data
6849-OYAMU,Churned,Competitor,Competitor offered more data
6961-VCPMC,Churned,Competitor,Competitor offered more data
7029-RPUAV,Churned,Competitor,Competitor offered more data
7089-IVVAZ,Churned,Competitor,Competitor offered more data
7130-VTEWQ,Churned,Competitor,Competitor offered more data
7249-WBIYX,Churned,Competitor,Competitor offered more data
7330-WZLNC,Churned,Competitor,Competitor offered more data
7703-ZEKEF,Churned,Competitor,Competitor offered more data
7739-LAXOG,Churned,Competitor,Competitor offered more data
7758-XKCBS,Churned,Competitor,Competitor offered more data
7881-EVUAD,Churned,Competitor,Competitor offered more data
7881-INRLC,Churned,Competitor,Competitor offered more data
7912-SYRQT,Churned,Competitor,Competitor offered more data
7943-RQCHR,Churned,Competitor,Competitor offered more data
8020-BWHYL,Churned,Competitor,Competitor offered more data
8149-RSOUN,Churned,Competitor,Competitor offered more data
8168-UQWWF,Churned,Competitor,Competitor offered more data
8257-RZAHR,Churned,Competitor,Competitor offered more data
8263-JQAIK,Churned,Competitor,Competitor offered more data
8292-TYSPY,Churned,Competitor,Competitor offered more data
8393-DLHGA,Churned,Competitor,Competitor offered more data
8623-TMRBY,Churned,Competitor,Competitor offered more data
8627-EHGIP,Churned,Competitor,Competitor offered more data
8644-XLFBW,Churned,Competitor,Competitor offered more data
8779-QRDMV,Churned,Competitor,Competitor offered more data
8854-CCVSQ,Churned,Competitor,Competitor offered more data
8992-JQYUN,Churned,Competitor,Competitor offered more data
9090-SGQXL,Churned,Competitor,Competitor offered more data
9249-FXSCK,Churned,Competitor,Competitor offered more data
9274-CNFMO,Churned,Competitor,Competitor offered more data
9369-XFEHK,Churned,Competitor,Competitor offered more data
9415-DPEWS,Churned,Competitor,Competitor offered more data
9420-LOJKX,Churned,Competitor,Competitor offered more data
9658-WYUFB,Churned,Competitor,Competitor offered more data
9776-CLUJA,Churned,Competitor,Competitor offered more data
9874-QLCLH,Churned,Competitor,Competitor offered more data
9948-YPTDG,Churned,Competitor,Competitor offered more data
0196-VULGZ,Churned,Other,Deceased
0378-NHQXU,Churned,Other,Deceased
0991-BRRFB,Churned,Other,Deceased
2408-WITXK,Churned,Other,Deceased
4274-OWWYO,Churned,Other,Deceased
7594-RQHXR,Churned,Other,Deceased
0023-XUOPT,Churned,Other,Don't know
0320-JDNQG,Churned,Other,Don't know
0345-HKJVM,Churned,Other,Don't know
0354-WYROK,Churned,Other,Don't know
0375-HVGXO,Churned,Other,Don't know
0390-DCFDQ,Churned,Other,Don't know
0504-HHAPI,Churned,Other,Don't know
0524-IAVZO,Churned,Other,Don't know
0628-CNQRM,Churned,Other,Don't know
0637-KVDLV,Churned,Other,Don't know
0723-DRCLG,Churned,Other,Don't know
0841-NULXI,Churned,Other,Don't know
0843-WTBXE,Churned,Other,Don't know
1086-LXKFY,Churned,Other,Don't know
1114-CENIM,Churned,Other,Don't know
1120-BMWUB,Churned,Other,Don't know
1142-WACZW,Churned,Other,Don't know
1208-DNHLN,Churned,Other,Don't know
1273-MTETI,Churned,Other,Don't know
1324-NLTJE,Churned,Other,Don't know
1342-JPNKI,Churned,Other,Don't know
1569-TTNYJ,Churned,Other,Don't know
1589-AGTLK,Churned,Other,Don't know
1618-CFHME,Churned,Other,Don't know
1689-MRZQR,Churned,Other,Don't know
1723-HKXJQ,Churned,Other,Don't know
1761-AEZZR,Churned,Other,Don't know
1899-VXWXM,Churned,Other,Don't know
2034-GDRCN,Churned,Other,Don't know
2037-SGXHH,Churned,Other,Don't know
2055-PDADH,Churned,Other,Don't know
2108-YKQTY,Churned,Other,Don't know
2165-VOEGB,Churned,Other,Don't know
2189-WWOEW,Churned,Other,Don't know
2195-ZRVAX,Churned,Other,Don't know
2219-MVUSO,Churned,Other,Don't know
2321-OMBXY,Churned,Other,Don't know
2344-JMOGN,Churned,Other,Don't know
2372-HWUHI,Churned,Other,Don't know
2397-BRLOM,Churned,Other,Don't know
2403-BCASL,Churned,Other,Don't know
2433-KMEAS,Churned,Other,Don't know
2446-PLQVO,Churned,Other,Don't know
2474-BRUCM,Churned,Other,Don't know
2720-WGKHP,Churned,Other,Don't know
2722-VOJQL,Churned,Other,Don't know
3027-ZTDHO,Churned,Other,Don't know
3165-HDOEW,Churned,Other,Don't know
3178-FESZO,Churned,Other,Don't know
3269-ATYWD,Churned,Other,Don't know
3285-UCQVC,Churned,Other,Don't know
3318-OSATS,Churned,Other,Don't know
3677-TNKIO,Churned,Other,Don't know
3707-GNWHM,Churned,Other,Don't know
3750-CKVKH,Churned,Other,Don't know
3926-CUQZX,Churned,Other,Don't know
3943-KDREE,Churned,Other,Don't know
3948-XHGNA,Churned,Other,Don't know
4080-OGPJL,Churned,Other,Don't know
4208-UFFGW,Churned,Other,Don't know
4484-GLZOU,Churned,Other,Don't know
4489-SNOJF,Churned,Other,Don't know
4580-TMHJU,Churned,Other,Don't know
4652-NNHNY,Churned,Other,Don't know
4749-VFKVB,Churned,Other,Don't know
4831-EOBFE,Churned,Other,Don't know
4883-QICIH,Churned,Other,Don't know
4910-GMJOT,Churned,Other,Don't know
4918-QLLIW,Churned,Other,Don't know
4958-GZWIY,Churned,Other,Don't know
5143-EGQFK,Churned,Other,Don't know
5294-CDGWY,Churned,Other,Don't know
5295-PCJOO,Churned,Other,Don't know
5318-IXUZF,Churned,Other,Don't know
5366-IJEQJ,Churned,Other,Don't know
5380-AFSSK,Churned,Other,Don't know
5565-FILXA,Churned,Other,Don't know
5583-SXDAG,Churned,Other,Don't know
5590-BYNII,Churned,Other,Don't know
5590-YRFJT,Churned,Other,Don't know
5673-TIYIB,Churned,Other,Don't know
5708-EVONK,Churned,Other,Don't know
5804-LEPIM,Churned,Other,Don't know
5832-XKAES,Churned,Other,Don't know
6005-OBZPH,Churned,Other,Don't know
6087-MVHJH,Churned,Other,Don't know
6284-AHOOQ,Churned,Other,Don't know
6356-ELRKD,Churned,Other,Don't know
6376-GAHQE,Churned,Other,Don't know
6393-WRYZE,Churned,Other,Don't know
6425-YQLLO,Churned,Other,Don't know
6518-LGAOV,Churned,Other,Don't know
6581-NQCBA,Churned,Other,Don't know
6680-WKXRZ,Churned,Other,Don't know
6769-DCQLI,Churned,Other,Don't know
6839-ITVZJ,Churned,Other,Don't know
7028-DVOIQ,Churned,Other,Don't know
7218-HKQFK,Churned,Other,Don't know
7228-OMTPN,Churned,Other,Don't know
7541-YLXCL,Churned,Other,Don't know
7599-FKVXZ,Churned,Other,Don't know
7663-RGWBC,Churned,Other,Don't know
7752-XUSCI,Churned,Other,Don't know
7831-QGOXH,Churned,Other,Don't know
7841-TZDMQ,Churned,Other,Don't know
7979-CORPM,Churned,Other,Don't know
8062-YBDOE,Churned,Other,Don't know
8065-YKXKD,Churned,Other,Don't know
8229-TNIQA,Churned,Other,Don't know
8260-NGFNY,Churned,Other,Don't know
8433-WXGNA,Churned,Other,Don't know
8559-CIZFV,Churned,Other,Don't know
8593-WHYHV,Churned,Other,Don't know
8624-GIOUT,Churned,Other,Don't know
8696-JKZNU,Churned,Other,Don't know
8718-PTMEZ,Churned,Other,Don't know
8775-LHDJH,Churned,Other,Don't know
8884-ADFVN,Churned,Other,Don't know
8914-RBTSB,Churned,Other,Don't know
9033-EOXWV,Churned,Other,Don't know
9048-JVYVF,Churned,Other,Don't know
9053-JZFKV,Churned,Other,Don't know
9172-JITSM,Churned,Other,Don't know
9282-IZGQK,Churned,Other,Don't know
9408-SSNVZ,Churned,Other,Don't know
9444-JTXHZ,Churned,Other,Don't know
9448-REEVD,Churned,Other,Don't know
9512-UIBFX,Churned,Other,Don't know
9667-EQRXU,Churned,Other,Don't know
9863-JZAIC,Churned,Other,Don't know
0617-FHSGK,Churned,Price,Extra data charges
0727-IWKVK,Churned,Price,Extra data charges
0917-EZOLA,Churned,Price,Extra data charges
1228-FZFRV,Churned,Price,Extra data charges
1323-OOEPC,Churned,Price,Extra data charges
1771-OADNZ,Churned,Price,Extra data charges
2632-UCGVD,Churned,Price,Extra data charges
3393-FMZPV,Churned,Price,Extra data charges
3594-UVONA,Churned,Price,Extra data charges
3945-GFWQL,Churned,Price,Extra data charges
4325-NFSKC,Churned,Price,Extra data charges
4706-AXVKM,Churned,Price,Extra data charges
4822-YCXMX,Churned,Price,Extra data charges
4829-AUOAX,Churned,Price,Extra data charges
4846-WHAFZ,Churned,Price,Extra data charges
5271-YNWVR,Churned,Price,Extra data charges
5276-KQWHG,Churned,Price,Extra data charges
5307-DZCVC,Churned,Price,Extra data charges
5419-JPRRN,Churned,Price,Extra data charges
5498-TXHLF,Churned,Price,Extra data charges
5995-OIGLP,Churned,Price,Extra data charges
6311-UEUME,Churned,Price,Extra data charges
6328-ZPBGN,Churned,Price,Extra data charges
6892-EZDTG,Churned,Price,Extra data charges
7580-UGXNC,Churned,Price,Extra data charges
7593-JNWRU,Churned,Price,Extra data charges
7593-XFKDI,Churned,Price,Extra data charges
7623-TRNQN,Churned,Price,Extra data charges
7963-GQRMY,Churned,Price,Extra data charges
8178-EYZUO,Churned,Price,Extra data charges
8182-PNAGI,Churned,Price,Extra data charges
8429-XIBUM,Churned,Price,Extra data charges
9136-ALYBR,Churned,Price,Extra data charges
9158-VCTQB,Churned,Price,Extra data charges
9317-WZPGV,Churned,Price,Extra data charges
9367-WXLCH,Churned,Price,Extra data charges
9685-WKZGT,Churned,Price,Extra data charges
9732-KPKBW,Churned,Price,Extra data charges
9940-HPQPG,Churned,Price,Extra data charges
0137-OCGAB,Churned,Price,Lack of affordable download/upload speed
0406-BPDVR,Churned,Price,Lack of affordable download/upload speed
0475-RIJEP,Churned,Price,Lack of affordable download/upload speed
0722-TROQR,Churned,Price,Lack of affordable download/upload speed
1597-FZREH,Churned,Price,Lack of affordable download/upload speed
1740-CSDJP,Churned,Price,Lack of affordable download/upload speed
2025-JKFWI,Churned,Price,Lack of affordable download/upload speed
2070-FNEXE,Churned,Price,Lack of affordable download/upload speed
2430-USGXP,Churned,Price,Lack of affordable download/upload speed
2640-PMGFL,Churned,Price,Lack of affordable download/upload speed
2794-XIMMO,Churned,Price,Lack of affordable download/upload speed
3348-CFRNX,Churned,Price,Lack of affordable download/upload speed
4039-HEUNW,Churned,Price,Lack of affordable download/upload speed
4424-TKOPW,Churned,Price,Lack of affordable download/upload speed
4558-FANTW,Churned,Price,Lack of affordable download/upload speed
4929-BSTRX,Churned,Price,Lack of affordable download/upload speed
4959-JOSRX,Churned,Price,Lack of affordable download/upload speed
5449-FIBXJ,Churned,Price,Lack of affordable download/upload speed
5597-GLBUC,Churned,Price,Lack of affordable download/upload speed
5909-ECHUI,Churned,Price,Lack of affordable download/upload speed
7240-ETPTR,Churned,Price,Lack of affordable download/upload speed
7359-SSBJK,Churned,Price,Lack of affordable download/upload speed
7587-RZNME,Churned,Price,Lack of affordable download/upload speed
7657-DYEPJ,Churned,Price,Lack of affordable download/upload speed
7783-YKGDV,Churned,Price,Lack of affordable download/upload speed
8809-RIHDD,Churned,Price,Lack of affordable download/upload speed
8943-URTMR,Churned,Price,Lack of affordable download/upload speed
9223-UCPVT,Churned,Price,Lack of affordable download/upload speed
9565-JSNFM,Churned,Price,Lack of affordable download/upload speed
9710-ZUSHQ,Churned,Price,Lack of affordable download/upload speed
0402-CQAJN,Churned,Dissatisfaction,Lack of self-service on Website
1213-NGCUN,Churned,Dissatisfaction,Lack of self-service on Website
1334-FJSVR,Churned,Dissatisfaction,Lack of self-service on Website
1396-QWFBJ,Churned,Dissatisfaction,Lack of self-service on Website
1455-UGQVH,Churned,Dissatisfaction,Lack of self-service on Website
1585-MQSSU,Churned,Dissatisfaction,Lack of self-service on Website
1660-HSOOQ,Churned,Dissatisfaction,Lack of self-service on Website
1902-XBTFB,Churned,Dissatisfaction,Lack of self-service on Website
2391-SOORI,Churned,Dissatisfaction,Lack of self-service on Website
2683-BPJSO,Churned,Dissatisfaction,Lack of self-service on Website
2911-UREFD,Churned,Dissatisfaction,Lack of self-service on Website
2933-FILNV,Churned,Dissatisfaction,Lack of self-service on Website
3006-XIMLN,Churned,Dissatisfaction,Lack of self-service on Website
3315-TOTBP,Churned,Dissatisfaction,Lack of self-service on Website
3540-RZJYU,Churned,Dissatisfaction,Lack of self-service on Website
3663-MITLP,Churned,Dissatisfaction,Lack of self-service on Website
3814-MLAXC,Churned,Dissatisfaction,Lack of self-service on Website
4628-CTTLA,Churned,Dissatisfaction,Lack of self-service on Website
4847-QNOKA,Churned,Dissatisfaction,Lack of self-service on Website
5087-SUURX,Churned,Dissatisfaction,Lack of self-service on Website
5175-AOBHI,Churned,Dissatisfaction,Lack of self-service on Website
6906-ANDWJ,Churned,Dissatisfaction,Lack of self-service on Website
7503-ZGUZJ,Churned,Dissatisfaction,Lack of self-service on Website
7666-WKRON,Churned,Dissatisfaction,Lack of self-service on Website
8364-TRMMK,Churned,Dissatisfaction,Lack of self-service on Website
8816-VXNZD,Churned,Dissatisfaction,Lack of self-service on Website
8976-OQHGT,Churned,Dissatisfaction,Lack of self-service on Website
9728-FTTVZ,Churned,Dissatisfaction,Lack of self-service on Website
9850-OWRHQ,Churned,Dissatisfaction,Lack of self-service on Website
0022-TCJCI,Churned,Dissatisfaction,Limited range of services
0426-TIRNE,Churned,Dissatisfaction,Limited range of services
0564-JJHGS,Churned,Dissatisfaction,Limited range of services
0697-ZMSWS,Churned,Dissatisfaction,Limited range of services
0883-EIBTI,Churned,Dissatisfaction,Limited range of services
1268-ASBGA,Churned,Dissatisfaction,Limited range of services
1550-LOAHA,Churned,Dissatisfaction,Limited range of services
2154-KVJFF,Churned,Dissatisfaction,Limited range of services
2609-IAICY,Churned,Dissatisfaction,Limited range of services
2612-RRIDN,Churned,Dissatisfaction,Limited range of services
2656-FMOKZ,Churned,Dissatisfaction,Limited range of services
2722-JMONI,Churned,Dissatisfaction,Limited range of services
3932-CMDTD,Churned,Dissatisfaction,Limited range of services
4598-XLKNJ,Churned,Dissatisfaction,Limited range of services
4806-HIPDW,Churned,Dissatisfaction,Limited range of services
5383-MMTWC,Churned,Dissatisfaction,Limited range of services
5519-YLDGW,Churned,Dissatisfaction,Limited range of services
5550-VFRLC,Churned,Dissatisfaction,Limited range of services
5868-YWPDW,Churned,Dissatisfaction,Limited range of services
5976-JCJRH,Churned,Dissatisfaction,Limited range of services
6235-VDHOM,Churned,Dissatisfaction,Limited range of services
6331-LWDTQ,Churned,Dissatisfaction,Limited range of services
6834-NXDCA,Churned,Dissatisfaction,Limited range of services
