customer_id,gender,age,married,number_of_dependents,number_of_referrals,tenure_in_months,offer,zip_code,customer_status
0463-ZSDNT,Male,23,false,0,0,10,None,92026,Stayed
0621-JFHOL,Female,41,false,0,0,10,Offer D,91602,Stayed
0621-TWIEM,Male,28,false,0,0,10,Offer D,91321,Churned
0875-CABNR,Female,70,false,0,0,10,None,93401,Churned
0940-OUQEC,Male,54,false,0,0,10,Offer D,95694,Churned
1342-JPNKI,Male,33,false,0,0,10,Offer D,92630,Churned
1450-GALXR,Female,33,false,0,0,10,None,93626,Churned
1624-WOIWJ,Female,40,false,0,0,10,None,94946,Churned
1729-VLAZJ,Female,52,false,5,0,10,Offer D,93101,Stayed
1784-BXEFA,Female,63,false,0,0,10,None,95688,Stayed
1907-UBQFC,Male,69,false,0,0,10,None,94108,Churned
1960-UYCNN,Male,35,false,0,0,10,None,92036,Stayed
2309-OSFEU,Male,42,false,0,0,10,None,95567,Churned
2408-WITXK,Female,67,false,0,0,10,Offer D,95110,Churned
2428-ZMCTB,Male,24,false,0,0,10,Offer D,94040,Stayed
2482-CZGBB,Male,41,false,0,0,10,None,92804,Churned
2660-EMUBI,Male,71,false,0,0,10,Offer D,92027,Churned
2709-UQGNP,Male,38,false,0,0,10,None,94401,Stayed
2740-JFBOK,Male,35,false,0,0,10,Offer D,90713,Stayed
2754-VDLTR,Male,54,false,0,0,10,Offer D,96037,Churned
2775-SEFEE,Male,56,false,1,0,10,None,90744,Stayed
2968-SSGAA,Female,41,false,0,0,10,None,94117,Churned
3045-XETSH,Female,34,false,0,0,10,None,93532,Churned
3115-CZMZD,Male,24,false,0,0,10,None,93526,Stayed
3247-ZVOUO,Male,77,true,0,0,10,Offer D,90240,Churned
3580-REOAC,Male,34,false,0,0,10,None,92122,Churned
3587-PMCOY,Male,37,false,0,0,10,Offer D,95667,Stayed
3604-WLABM,Female,41,false,0,0,10,Offer D,92104,Stayed
3675-YDUPJ,Male,29,false,0,0,10,Offer D,91737,Stayed
3724-BSCVH,Male,37,true,1,0,10,Offer D,92254,Stayed
3847-BAERP,Female,27,false,0,0,10,None,93604,Stayed
3898-BSJYF,Female,23,false,1,0,10,Offer D,96113,Stayed
4112-LUEIZ,Male,55,false,0,0,10,Offer D,90623,Churned
4307-KWMXE,Male,53,false,0,0,10,Offer D,93544,Stayed
4318-RAJVY,Female,57,false,0,0,10,None,91436,Stayed
4439-YRNVD,Female,33,false,0,0,10,None,93662,Stayed
4547-KQRTM,Female,60,false,0,0,10,None,95431,Churned
4572-DVCGN,Female,40,false,0,0,10,None,92122,Churned
4815-TUMEQ,Female,25,false,0,0,10,Offer D,90262,Stayed
4817-QRJSX,Female,46,false,0,0,10,Offer D,93612,Churned
4860-YZGZM,Male,27,false,0,0,10,None,95128,Stayed
4936-YPJNK,Female,56,false,0,0,10,None,93560,Stayed
5016-ETTFF,Male,46,false,0,0,10,Offer D,90016,Churned
5018-HEKFO,Female,51,false,0,0,10,Offer D,91748,Stayed
5081-NWSUP,Female,54,false,0,0,10,Offer D,95122,Stayed
5138-WVKYJ,Male,51,false,0,0,10,Offer D,92129,Churned
5143-EGQFK,Female,76,false,0,0,10,None,92126,Churned
5183-SNMJQ,Male,32,false,0,0,10,Offer D,93225,Stayed
5424-RLQLC,Male,36,false,0,0,10,Offer D,92003,Stayed
5555-RNPGT,Male,61,false,3,0,10,Offer D,92316,Stayed
5651-CPDND,Male,45,false,0,0,10,Offer D,94578,Stayed
5652-MSDEY,Female,37,false,0,0,10,None,95685,Stayed
5863-OOKCL,Female,60,false,0,0,10,Offer D,93430,Stayed
5923-GXUOC,Male,37,false,0,0,10,None,92028,Churned
6143-JQKEA,Male,34,false,0,0,10,None,92301,Stayed
6331-LWDTQ,Male,49,false,0,0,10,None,92377,Churned
6347-DCUIK,Male,28,false,0,0,10,Offer D,90043,Churned
6713-OKOMC,Female,42,false,0,0,10,Offer D,90008,Stayed
6818-DJXAA,Female,43,false,3,0,10,None,96101,Stayed
7143-BQIBA,Male,32,false,0,0,10,Offer D,94954,Stayed
7209-JCUDS,Male,25,false,0,0,10,Offer D,95212,Churned
7410-OIEDU,Male,29,false,0,0,10,None,90230,Stayed
7554-NEWDD,Male,44,false,0,0,10,None,90815,Stayed
7665-VIGUD,Male,40,false,0,0,10,None,93108,Stayed
7766-CLTIC,Female,58,false,0,0,10,None,95452,Stayed
7966-YOTQW,Male,29,false,0,0,10,None,96068,Stayed
8003-EWNDZ,Female,52,false,0,0,10,None,95466,Stayed
8065-YKXKD,Female,39,false,0,0,10,None,92126,Churned
8076-FEZKJ,Male,58,false,0,0,10,None,92676,Stayed
8095-WANWK,Female,46,false,0,0,10,Offer D,93239,Stayed
8111-BKVDS,Female,31,false,0,0,10,Offer D,92027,Stayed
8225-BTJAU,Male,75,false,0,0,10,Offer D,94970,Churned
8229-MYEJZ,Female,44,false,0,0,10,Offer D,91786,Stayed
8337-UPOAQ,Male,71,true,0,0,10,None,92397,Churned
8439-LTUGF,Male,51,false,0,0,10,Offer D,92630,Stayed
8734-DKSTZ,Female,20,true,2,0,10,Offer D,92283,Stayed
8861-HGGKB,Female,57,false,0,0,10,None,92117,Churned
9172-ANCRX,Female,35,false,0,0,10,Offer D,90745,Churned
9272-LSVYH,Male,23,false,0,0,10,None,95615,Stayed
9494-MRNYX,Male,22,false,0,0,10,None,95956,Stayed
9773-PEQBZ,Male,43,false,0,0,10,None,92530,Stayed
9851-KIELU,Male,53,false,0,0,10,None,94021,Churned
0094-OIFMO,Female,78,false,1,0,11,Offer D,91605,Churned
0305-SQECB,Female,54,false,1,0,11,None,90248,Stayed
0308-IVGOK,Female,23,false,0,0,11,None,92703,Stayed
0315-LVCRK,Male,54,false,0,0,11,None,95762,Stayed
0804-XBFBV,Female,49,false,1,0,11,None,92610,Stayed
1089-HDMKP,Male,72,false,1,0,11,None,93517,Stayed
1093-YSWCA,Male,45,false,0,0,11,Offer D,92881,Stayed
1173-XZPYF,Female,60,false,0,0,11,Offer D,90501,Stayed
1353-LJWEM,Male,23,false,0,0,11,Offer D,96022,Stayed
1391-UBDAR,Male,27,false,0,0,11,Offer D,92504,Stayed
1399-UBQIU,Male,35,false,0,0,11,None,92867,Stayed
1428-GTBJJ,Male,20,false,0,0,11,None,95450,Churned
1596-OQSPS,Female,64,false,0,0,11,None,91104,Stayed
1685-VAYJF,Male,44,false,0,0,11,Offer D,93907,Stayed
1877-HKBQX,Female,21,false,0,0,11,Offer D,90703,Stayed
2371-JUNGC,Male,46,false,0,0,11,Offer D,95014,Stayed
2450-ZKEED,Female,33,false,0,0,11,Offer D,93546,Stayed
2458-EOMRE,Female,19,false,0,0,11,Offer D,93250,Stayed
2501-XWWTZ,Male,51,false,0,0,11,None,92673,Stayed
2696-NARTR,Male,40,false,0,0,11,None,92625,Churned
2782-LFZVW,Female,52,false,0,0,11,Offer D,92627,Stayed
3088-LHEFH,Female,28,false,0,0,11,Offer D,95726,Stayed
3292-PBZEJ,Male,75,false,0,0,11,None,96037,Stayed
3797-FKOGQ,Male,31,false,2,0,11,None,91303,Stayed
3969-GYXEL,Female,46,false,0,0,11,None,94708,Stayed
4078-SAYYN,Female,45,false,0,0,11,None,91502,Churned
4503-BDXBD,Male,41,false,0,0,11,None,92808,Churned
4680-KUTAJ,Female,73,false,0,0,11,None,90212,Stayed
4706-AXVKM,Female,78,false,0,0,11,None,91381,Churned
4718-DHSMV,Female,22,false,0,0,11,Offer D,93544,Stayed
4905-JEFDW,Male,39,false,0,0,11,None,94306,Churned
5035-BVCXS,Male,20,false,0,0,11,None,96118,Stayed
5108-ADXWO,Male,30,false,0,0,11,None,94130,Churned
5271-DBYSJ,Male,80,false,0,0,11,Offer D,94708,Stayed
5288-AHOUP,Male,71,false,0,0,11,None,92260,Stayed
5527-ACHSO,Female,38,false,0,0,11,None,92865,Stayed
5756-JYOJT,Female,55,false,0,0,11,None,92706,Stayed
5879-SESNB,Female,34,false,0,0,11,Offer D,94556,Stayed
6319-QSUSR,Female,57,false,1,0,11,Offer D,92056,Stayed
6328-ZPBGN,Female,67,false,0,0,11,None,95367,Churned
6416-YJTTB,Male,20,false,0,0,11,Offer D,95936,Stayed
6652-YFFJO,Female,42,false,0,0,11,Offer D,95379,Stayed
6674-KVJHG,Female,50,false,0,0,11,None,92352,Stayed
6698-OXETB,Male,60,false,0,0,11,Offer D,92252,Stayed
6861-OKBCE,Female,62,false,3,0,11,Offer D,90740,Churned
7321-PKUYW,Female,46,false,0,0,11,Offer D,95417,Churned
7446-YPODE,Male,75,false,0,0,11,None,93517,Stayed
7625-XCQRH,Female,48,false,0,0,11,None,93267,Churned
7649-PHJVR,Male,22,false,0,0,11,Offer D,93446,Stayed
7706-DZNKK,Male,63,false,0,0,11,Offer D,93551,Stayed
7950-XWOVN,Male,60,false,0,0,11,Offer D,93035,Stayed
8084-OIVBS,Female,31,false,0,0,11,Offer D,95612,Stayed
8158-WPEZG,Male,20,false,0,0,11,None,90061,Stayed
8168-UQWWF,Female,48,false,2,0,11,None,90042,Churned
8785-EPNCG,Male,42,false,0,0,11,None,95815,Churned
8981-FJGLA,Male,63,false,2,0,11,Offer D,92545,Stayed
8999-BOHSE,Female,68,false,0,0,11,None,95020,Churned
9093-FPDLG,Female,54,false,0,0,11,None,95324,Stayed
9256-JTBNZ,Female,40,false,0,0,11,None,95469,Stayed
9314-QDMDW,Male,29,false,0,0,11,Offer D,93440,Stayed
9442-JTWDL,Female,52,false,0,0,11,None,92249,Stayed
9530-EHPOH,Male,60,false,0,0,11,Offer D,92109,Churned
9820-RMCQV,Female,43,false,0,0,11,None,91108,Churned
9873-MNDKV,Female,59,false,0,0,11,Offer D,94074,Stayed
9932-WBWIK,Male,43,false,0,0,11,Offer D,93240,Stayed
0135-NMXAP,Female,57,false,0,0,12,Offer D,95240,Churned
0208-BPQEJ,Female,48,true,1,0,12,Offer D,95461,Stayed
0547-HURJB,Male,19,false,2,0,12,Offer D,95620,Stayed
0603-OLQDC,Male,41,false,1,0,12,Offer D,90601,Stayed
0719-SYFRB,Female,52,false,0,0,12,Offer D,92860,Churned
1271-SJBGZ,Male,77,false,0,0,12,None,94933,Churned
1429-UYJSV,Female,57,false,0,0,12,Offer D,95119,Stayed
1508-DFXCU,Male,32,false,0,0,12,None,92501,Stayed
1513-XNPPH,Female,36,false,0,0,12,Offer D,90037,Churned
1539-LNKHM,Female,53,false,0,0,12,Offer D,93646,Stayed
1563-IWQEX,Female,43,false,0,0,12,None,91913,Stayed
1571-SAVHK,Male,20,false,0,0,12,None,95722,Churned
1583-IHQZE,Male,60,false,0,0,12,None,93010,Churned
1600-DILPE,Female,47,false,0,0,12,None,95974,Stayed
1689-YQBYY,Female,43,false,1,0,12,Offer D,95030,Stayed
1699-HPSBG,Male,44,false,0,0,12,Offer D,92264,Churned
1803-BGNBD,Female,59,false,0,0,12,Offer D,90402,Stayed
2027-FECZV,Male,44,false,0,0,12,None,93205,Churned
2180-DXNEG,Female,46,false,0,0,12,None,90710,Churned
2187-PKZAY,Male,23,false,0,0,12,None,95374,Stayed
2604-XVDAM,Female,54,false,0,0,12,Offer D,94567,Stayed
2612-RANWT,Female,24,false,0,0,12,Offer D,91948,Churned
2694-CIUMO,Female,47,false,0,0,12,Offer D,90033,Stayed
2882-DDZPG,Female,27,false,0,0,12,None,94070,Stayed
2957-LOLHO,Male,49,false,0,0,12,None,92028,Churned
3018-TFTSU,Male,44,false,0,0,12,Offer D,95233,Churned
3096-IZETN,Female,32,false,0,0,12,Offer D,90717,Churned
3338-CVVEH,Male,38,false,0,0,12,Offer D,91913,Stayed
3398-FSHON,Female,79,false,0,0,12,None,92121,Churned
3549-ZTMNH,Male,56,true,1,0,12,None,94402,Stayed
3566-VVORZ,Female,39,true,0,0,12,None,91361,Stayed
3750-RNQKR,Female,38,false,0,0,12,None,94501,Stayed
3823-KYNQY,Male,61,false,0,0,12,Offer D,91406,Stayed
3945-GFWQL,Female,33,false,1,0,12,None,95113,Churned
4123-FCVCB,Female,23,false,0,0,12,Offer D,92372,Stayed
4177-JPDFU,Male,35,false,0,0,12,Offer D,95569,Stayed
4198-VFOEA,Female,58,false,0,0,12,None,94305,Stayed
4315-MURBD,Female,64,false,0,0,12,None,94066,Churned
4573-JKNAE,Male,44,false,3,0,12,Offer D,90032,Stayed
4672-FOTSD,Male,54,false,0,0,12,Offer D,96023,Stayed
5311-IHLEI,Male,45,false,0,0,12,Offer D,95472,Stayed
5348-CAGXB,Male,60,false,0,0,12,Offer D,92614,Stayed
5392-AKEMH,Female,50,false,0,0,12,None,92083,Stayed
5429-LWCMV,Female,52,false,0,0,12,Offer D,90248,Stayed
5519-NPHVG,Female,53,false,0,0,12,None,96050,Churned
5602-BVFMK,Female,58,false,0,0,12,None,93526,Stayed
5649-VUKMC,Female,61,false,0,0,12,None,92126,Churned
5777-ZPQNC,Female,35,false,0,0,12,Offer D,91724,Stayed
5961-VUSRV,Female,53,false,0,0,12,Offer D,91403,Stayed
5993-BQHEA,Male,42,false,0,0,12,None,94111,Stayed
5995-OIGLP,Male,42,false,0,0,12,None,94569,Churned
6178-KFNHS,Female,34,false,0,0,12,Offer D,95326,Churned
6789-HJBWG,Female,20,false,0,0,12,Offer D,95334,Stayed
6838-HVLXG,Female,26,false,0,0,12,None,95328,Stayed
6898-MDLZW,Male,53,false,0,0,12,Offer D,95525,Stayed
7145-FEJWU,Female,62,false,2,0,12,None,94134,Stayed
7450-NWRTR,Male,76,false,0,0,12,None,92126,Churned
7517-LDMPS,Female,31,false,0,0,12,None,95356,Stayed
7526-BEZQB,Male,39,false,0,0,12,Offer D,90260,Churned
7531-GQHME,Male,34,false,0,0,12,Offer D,92582,Stayed
7596-LDUXP,Female,61,false,0,0,12,Offer D,94572,Stayed
7603-USHJS,Male,27,false,1,0,12,Offer D,91775,Churned
7613-LLQFO,Male,41,false,0,0,12,None,95601,Churned
7636-OWBPG,Male,79,false,0,0,12,None,96001,Stayed
7750-EYXWZ,Female,62,false,0,0,12,None,92284,Stayed
7783-YKGDV,Female,49,false,0,0,12,Offer D,92518,Churned
7858-GTZSP,Female,33,false,0,0,12,Offer D,93954,Stayed
8104-OSKWT,Female,61,false,0,0,12,Offer D,92804,Stayed
8182-PNAGI,Male,50,false,0,0,12,None,90660,Churned
8224-DWCKX,Male,78,false,0,0,12,None,94010,Stayed
8272-ONJLV,Male,57,false,0,0,12,Offer D,92123,Stayed
8637-XJIVR,Female,34,false,3,0,12,None,90292,Churned
8791-GFXLZ,Male,58,false,0,0,12,None,95127,Stayed
8800-JOOCF,Female,56,false,1,0,12,None,92028,Stayed
8802-UNOJF,Male,65,false,0,0,12,Offer D,95466,Churned
8942-DBMHZ,Male,26,false,0,0,12,None,94122,Stayed
9033-EOXWV,Female,57,false,0,0,12,None,94603,Churned
9169-BSVIN,Male,21,false,0,0,12,None,92596,Stayed
9367-TCUYN,Female,25,false,0,0,12,Offer D,90066,Stayed
9817-APLHW,Male,37,false,0,0,12,Offer D,90034,Stayed
9928-BZVLZ,Female,58,false,0,0,12,Offer D,90742,Stayed
0458-HEUZG,Female,58,false,0,0,13,Offer D,95511,Stayed
0550-DCXLH,Male,64,false,0,0,13,None,92274,Stayed
0620-DLSLK,Female,47,false,0,0,13,None,91103,Stayed
0689-NKYLF,Male,42,false,0,0,13,Offer D,90066,Churned
0811-GSDTP,Female,50,false,2,0,13,None,94502,Stayed
0928-XUTSN,Female,22,false,0,0,13,None,92227,Stayed
0939-EREMR,Female,40,false,1,0,13,Offer D,95973,Stayed
0952-KMEEH,Male,46,false,0,0,13,None,94043,Churned
0956-SYCWG,Female,61,false,0,0,13,Offer D,91301,Stayed
1195-OIYEJ,Male,54,false,0,0,13,Offer D,91746,Churned
1346-UFHAX,Female,59,false,0,0,13,Offer D,95258,Stayed
1442-BQPVU,Female,33,false,0,0,13,None,90230,Stayed
1564-NTYXF,Female,79,false,0,0,13,None,92078,Churned
1790-NESIO,Female,23,false,0,0,13,None,94518,Stayed
1918-ZBFQJ,Female,48,false,3,0,13,None,91206,Churned
2025-JKFWI,Male,31,false,0,0,13,None,91501,Churned
2592-HODOV,Male,44,false,0,0,13,Offer D,92823,Stayed
2788-CJQAQ,Male,39,false,0,0,13,Offer D,95388,Stayed
2817-NTQDO,Male,52,false,0,0,13,Offer D,92646,Churned
2876-GZYZC,Female,49,false,0,0,13,None,90703,Stayed
2931-FSOHN,Male,76,false,0,0,13,None,94559,Stayed
2971-SGAFL,Female,34,false,0,0,13,Offer D,94030,Stayed
3058-WQDRE,Male,37,false,0,0,13,Offer D,95417,Stayed
3374-LXDEV,Female,42,false,0,0,13,Offer D,93553,Churned
3606-TWKGI,Male,68,false,0,0,13,Offer D,91748,Churned
3640-JQGJG,Male,25,true,3,0,13,None,91101,Stayed
3793-MMFUH,Female,73,false,0,0,13,None,95618,Churned
4441-NIHPT,Female,73,false,0,0,13,None,95019,Churned
4486-EFAEB,Male,56,false,0,0,13,None,90002,Stayed
4522-AKYLR,Female,68,false,0,0,13,None,91709,Stayed
4581-LNWUM,Female,47,false,0,0,13,Offer D,94806,Stayed
4770-QAZXN,Female,42,false,0,0,13,Offer D,94971,Stayed
4822-NGOCH,Female,60,false,0,0,13,None,95831,Churned
4860-IJUDE,Male,34,false,0,0,13,None,95366,Stayed
4931-TRZWN,Female,54,false,0,0,13,Offer D,96044,Stayed
5014-GSOUQ,Male,59,false,0,0,13,Offer D,95945,Stayed
5039-LZRQT,Female,52,false,0,0,13,None,92561,Stayed
5063-IUOKK,Male,56,false,0,0,13,Offer D,93111,Stayed
5228-EXCET,Male,40,false,0,0,13,None,92126,Churned
5364-EVNIB,Male,61,false,0,0,13,None,92868,Churned
5546-QUERU,Male,42,false,0,0,13,None,91506,Stayed
5639-NTUPK,Male,28,false,1,0,13,Offer D,94598,Stayed
5701-ZIKJE,Male,28,false,0,0,13,Offer D,95569,Stayed
5716-LIBJC,Female,29,false,2,0,13,Offer D,95388,Stayed
5889-LFOLL,Female,27,false,0,0,13,Offer D,96015,Churned
5899-MQZZL,Female,25,false,0,0,13,Offer D,92173,Churned
6112-KTHFQ,Female,50,false,0,0,13,Offer D,95551,Stayed
6131-JLWZM,Female,27,false,0,0,13,Offer D,94131,Stayed
6339-DKLMK,Female,27,false,0,0,13,Offer D,92879,Stayed
6507-DTJZV,Male,50,false,1,0,13,Offer D,92007,Stayed
6549-NNDYT,Female,59,false,0,0,13,None,93720,Stayed
6599-GZWCM,Female,39,false,0,0,13,None,95129,Stayed
6821-BUXUX,Female,28,false,0,0,13,Offer D,92592,Churned
6834-NXDCA,Female,30,false,0,0,13,None,93665,Churned
7018-WBJNK,Male,55,false,3,0,13,Offer D,91340,Stayed
7156-MHUGY,Male,68,false,0,0,13,None,90621,Churned
7277-KAMWT,Male,23,false,0,0,13,Offer D,94578,Stayed
7315-WYOAW,Male,29,false,0,0,13,Offer D,90405,Stayed
7321-ZNSLA,Male,58,true,3,0,13,None,96022,Stayed
7562-UXTPG,Female,40,false,0,0,13,None,91303,Stayed
8066-POXGX,Female,28,false,0,0,13,Offer D,93720,Churned
8082-GHXOP,Male,20,false,1,0,13,Offer D,95627,Stayed
8474-UMLNT,Female,36,false,0,0,13,Offer D,93710,Stayed
8510-AWCXC,Female,69,false,0,0,13,Offer D,94945,Churned
8718-PTMEZ,Female,46,false,0,0,13,None,92530,Churned
8992-VONJD,Female,63,false,1,0,13,None,90822,Stayed
9290-SHCMB,Female,74,false,0,0,13,None,95919,Stayed
9330-IJWIO,Female,54,false,0,0,13,Offer D,95646,Churned
9506-UXUSK,Male,53,false,0,0,13,Offer D,95116,Stayed
9522-ZSINC,Male,34,false,0,0,13,Offer D,95409,Stayed
9553-DLCLU,Female,30,false,0,0,13,None,95204,Stayed
9625-QSTYE,Female,37,false,0,0,13,None,94131,Churned
9987-LUTYD,Female,20,false,0,0,13,Offer D,91941,Stayed
0080-EMYVY,Female,64,false,0,0,14,None,95240,Stayed
1236-WFCDV,Male,74,false,0,0,14,None,94904,Churned
1245-HARPS,Female,46,true,0,0,14,None,96114,Stayed
1345-ZUKID,Male,24,false,0,0,14,Offer D,95954,Stayed
1629-DQQVB,Female,19,false,0,0,14,None,93530,Stayed
1965-AKTSX,Female,65,false,0,0,14,Offer D,94514,Churned
2114-MGINA,Female,57,false,0,0,14,Offer D,94571,Churned
2272-QAGFO,Female,75,false,0,0,14,None,90304,Churned
3061-BCKYI,Male,27,false,0,0,14,Offer D,92276,Stayed
3190-FZATL,Male,49,false,5,0,14,None,92040,Stayed
3320-VEOYC,Male,65,false,0,0,14,None,90210,Stayed
3677-TNKIO,Female,27,false,0,0,14,None,93465,Churned
3800-LYTRK,Female,52,false,0,0,14,None,94956,Stayed
3873-NFTGI,Male,54,false,0,0,14,Offer D,93703,Stayed
4403-BWPAY,Male,40,false,0,0,14,None,90017,Stayed
4881-GQJTW,Male,64,false,0,0,14,Offer D,95983,Stayed
4994-OBRSZ,Male,24,false,3,0,14,None,96094,Stayed
5433-KYGHE,Female,53,false,1,0,14,Offer D,93424,Stayed
5599-HVLTW,Female,73,false,0,0,14,None,94609,Stayed
6615-NGGZJ,Male,56,false,0,0,14,None,93427,Churned
6646-JPPHA,Female,76,false,0,0,14,None,92832,Stayed
6986-IXNDM,Male,47,false,0,0,14,Offer D,93271,Stayed
6994-ORCWG,Female,33,false,0,0,14,Offer D,95257,Stayed
7228-PAQPD,Female,19,false,0,0,14,Offer D,92027,Stayed
7296-PIXQY,Female,60,true,2,0,14,Offer D,94922,Stayed
7798-JVXYM,Female,52,false,0,0,14,Offer D,95638,Stayed
7817-OMJNA,Male,23,false,0,0,14,Offer D,93546,Stayed
7901-HXJVA,Male,20,false,0,0,14,None,95928,Stayed
8008-HAWED,Male,38,false,0,0,14,Offer D,90027,Churned
8069-YQQAJ,Male,63,false,0,0,14,Offer D,91604,Stayed
8317-BVKSO,Male,27,false,0,0,14,None,96132,Stayed
8337-MSSXB,Female,64,false,0,0,14,None,92679,Churned
8519-QJGJD,Female,42,false,0,0,14,Offer D,95984,Churned
8544-GOQSH,Female,51,false,0,0,14,Offer D,91331,Stayed
8645-KWHJO,Male,47,false,0,0,14,Offer D,91776,Stayed
8648-PFRMP,Female,71,false,0,0,14,None,95536,Stayed
8967-SZQAS,Female,25,false,0,0,14,Offer D,95325,Stayed
9221-OTIVJ,Female,80,false,0,0,14,None,93621,Churned
9436-ZBZCT,Male,40,false,0,0,14,Offer D,90303,Churned
9481-SFCQY,Female,44,false,1,0,14,Offer D,93604,Stayed
9685-WKZGT,Male,67,false,0,0,14,Offer D,95608,Churned
9796-MVYXX,Female,75,false,0,0,14,Offer D,93283,Stayed
9921-ZVRHG,Female,44,false,0,0,14,None,93673,Churned
0125-LZQXK,Male,42,false,0,0,15,Offer D,95305,Churned
0207-MDKNV,Female,54,false,0,0,15,None,94014,Churned
0236-HFWSV,Male,49,false,0,0,15,None,93552,Churned
0347-UBKUZ,Female,46,false,0,0,15,None,94404,Stayed
0430-IHCDJ,Male,40,false,0,0,15,None,92346,Stayed
0529-ONKER,Male,70,false,0,0,15,Offer D,95942,Churned
0829-DDVLK,Female,58,false,0,0,15,None,92866,Stayed
0851-DFJKB,Female,57,false,0,0,15,None,94518,Stayed
1112-CUNAO,Female,67,false,0,0,15,Offer D,95950,Churned
1324-NLTJE,Female,73,false,0,0,15,Offer D,94608,Churned
1379-FRVEB,Male,31,false,1,0,15,Offer D,92401,Stayed
2154-KVJFF,Female,42,false,0,0,15,Offer D,95374,Churned
2189-WWOEW,Female,37,false,0,0,15,None,93531,Churned
2223-KAGMX,Female,47,false,0,0,15,Offer D,95409,Churned
2507-QZPQS,Male,24,false,0,0,15,None,90638,Stayed
2656-FMOKZ,Female,70,false,2,0,15,Offer D,91106,Churned
2834-JKOOW,Female,60,false,0,0,15,Offer D,96035,Stayed
3315-TOTBP,Male,29,false,0,0,15,Offer D,96061,Churned
3426-NIYYL,Male,47,false,0,0,15,Offer D,94965,Churned
3500-RMZLT,Female,76,false,0,0,15,None,93702,Churned
3540-RZJYU,Female,21,false,0,0,15,None,95595,Churned
3635-JBPSG,Female,49,false,0,0,15,None,91406,Stayed
3663-MITLP,Female,43,false,0,0,15,None,93933,Churned
3721-CNZHX,Male,49,false,0,0,15,None,94704,Stayed
4452-ROHMO,Female,64,false,0,0,15,Offer D,92128,Stayed
4631-OACRM,Male,78,false,0,0,15,None,92630,Churned
4925-LMHOK,Male,29,false,0,0,15,Offer D,95212,Churned
4957-TIALW,Female,26,false,0,0,15,Offer D,92880,Stayed
5312-TSZVC,Female,36,false,0,0,15,None,96046,Stayed
5577-OTWWW,Female,54,false,0,0,15,Offer D,95120,Churned
5609-IMCGG,Female,44,false,0,0,15,Offer D,94585,Stayed
5908-QMGOE,Male,74,false,0,0,15,None,93625,Churned
6040-CGACY,Female,48,false,0,0,15,None,96103,Stayed
6215-NQCPY,Male,53,false,0,0,15,Offer D,96097,Stayed
6227-HWPWX,Female,40,false,0,0,15,Offer D,92392,Churned
6537-OTKMY,Male,52,false,0,0,15,Offer D,95428,Stayed
6586-PSJOX,Male,62,false,2,0,15,Offer D,93219,Stayed
6719-OXYBR,Male,41,false,0,0,15,None,93505,Stayed
6728-CZFEI,Female,28,false,0,0,15,None,95819,Stayed
6833-JMZYP,Female,54,false,0,0,15,None,92345,Stayed
7083-YNSKY,Female,22,false,0,0,15,Offer D,95242,Churned
7105-BENQF,Male,31,false,3,0,15,None,91356,Stayed
7459-RRWQZ,Female,51,false,0,0,15,Offer D,92130,Churned
7508-SMHXL,Female,72,false,0,0,15,None,94109,Stayed
7610-TVOPG,Male,48,false,0,0,15,None,95255,Stayed
7758-XKCBS,Male,56,false,0,0,15,None,91335,Churned
7876-BEUTG,Female,34,false,0,0,15,Offer D,94066,Stayed
8007-YYPWD,Female,52,false,0,0,15,None,92548,Stayed
8010-EZLOU,Male,75,false,0,0,15,None,91108,Churned
8020-BWHYL,Female,70,false,0,0,15,None,91020,Churned
8138-EALND,Male,35,false,0,0,15,None,92653,Stayed
8614-VGMMV,Female,33,false,0,0,15,None,92503,Churned
9094-AZPHK,Female,64,false,0,0,15,Offer D,92405,Stayed
9103-TCIHJ,Female,60,false,0,0,15,Offer D,90059,Churned
9163-GHAYE,Female,34,false,0,0,15,None,95204,Stayed
9274-UARKJ,Female,60,false,0,0,15,None,95351,Stayed
9364-YKUVW,Male,53,false,0,0,15,None,92082,Stayed
9396-ZSFLL,Female,64,false,0,0,15,None,93013,Stayed
9402-ORRAH,Female,80,false,0,0,15,None,91011,Stayed
9420-LOJKX,Female,34,false,1,0,15,None,90061,Churned
9474-PHLYD,Female,25,false,0,0,15,Offer D,91423,Churned
9529-OFXHY,Male,20,false,0,0,15,None,95939,Stayed
9578-FOMUK,Male,53,false,3,0,15,None,95054,Stayed
9938-EKRGF,Female,58,false,0,0,15,Offer D,96052,Stayed
9947-OTFQU,Male,65,false,0,0,15,Offer D,91722,Churned
0106-GHRQR,Male,24,false,0,0,16,None,90275,Stayed
0307-BCOPK,Female,62,false,0,0,16,Offer D,94134,Stayed
0637-YLETY,Female,39,false,0,0,16,Offer D,96024,Churned
0786-VSSUD,Male,68,false,0,0,16,None,92123,Churned
0787-LHDYT,Male,36,false,0,0,16,Offer D,93924,Stayed
1120-BMWUB,Female,36,false,0,0,16,Offer D,90056,Churned
1226-IENZN,Male,68,false,0,0,16,Offer D,90024,Stayed
1384-RCUXW,Male,58,false,0,0,16,None,96033,Stayed
1915-OAKWD,Female,56,false,0,0,16,Offer D,94920,Stayed
1965-DDBWU,Male,37,false,0,0,16,None,92027,Churned
2332-EFBJY,Male,35,false,0,0,16,Offer D,91403,Churned
