customer_id,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
0733-VUNUW,Month-to-Month,TRUE,Bank Withdrawal,55.65,1400.55,0,60,215.76,1676.31
8495-PRWFH,Month-to-Month,FALSE,Bank Withdrawal,55.65,2421.75,0,0,1134,3555.75
2043-WVTQJ,Month-to-Month,FALSE,Credit Card,55.7,55.7,0,0,17.68,73.38
2676-OXPPQ,Month-to-Month,TRUE,Bank Withdrawal,55.7,335.65,0,0,18.96,354.61
3413-CSSTH,Month-to-Month,TRUE,Bank Withdrawal,55.7,2237.55,0,0,270.6,2508.15
6629-CZTTH,Month-to-Month,TRUE,Credit Card,55.7,55.7,0,0,48.22,103.92
6921-OZMFH,Month-to-Month,TRUE,Credit Card,55.7,259.4,0,0,94.85,354.25
7672-VFMXZ,Month-to-Month,FALSE,Bank Withdrawal,55.7,3171.6,34.59,0,882.36,4019.37
8400-WZICQ,Month-to-Month,FALSE,Bank Withdrawal,55.7,3131.8,34.16,0,2002.55,5100.19
9103-TCIHJ,Month-to-Month,TRUE,Mailed Check,55.7,899.8,0,0,609.9,1509.7
8217-QYOHV,Month-to-Month,TRUE,Credit Card,55.75,266.95,0,0,154.6,421.55
9415-TPKRV,Month-to-Month,FALSE,Bank Withdrawal,55.75,446.8,0,0,99.28,546.08
2460-FPSYH,Month-to-Month,TRUE,Bank Withdrawal,55.8,2109.35,0,80,0,2189.35
3113-IWHLC,Month-to-Month,TRUE,Credit Card,55.8,274.35,0,0,206.45,480.8
4201-JMNGR,Month-to-Month,TRUE,Bank Withdrawal,55.8,55.8,0,0,26.22,82.02
4324-AHJKS,Month-to-Month,FALSE,Credit Card,55.8,300.4,0,0,124.15,424.55
7055-HNEOJ,Month-to-Month,TRUE,Mailed Check,55.8,154.55,0,0,12.57,167.12
2911-UREFD,Month-to-Month,FALSE,Bank Withdrawal,55.9,2184.35,0,0,0,2184.35
5876-HZVZM,Month-to-Month,FALSE,Credit Card,55.9,365.35,0,30,87.06,482.41
6994-KERXL,Month-to-Month,TRUE,Bank Withdrawal,55.9,238.5,0,0,70.8,309.3
8963-JLGJT,Month-to-Month,FALSE,Credit Card,55.9,157.55,0,0,99.84,257.39
4640-UHDOS,Month-to-Month,FALSE,Bank Withdrawal,55.95,734.35,0,0,247.65,982
8930-XOTDP,Month-to-Month,FALSE,Credit Card,55.95,1082.8,0,0,332.46,1415.26
8992-VONJD,Month-to-Month,TRUE,Bank Withdrawal,56,764.55,0,0,351.52,1116.07
5353-WILCI,Month-to-Month,FALSE,Bank Withdrawal,56.05,1522.65,0,110,1235.08,2867.73
5939-XAIXZ,Month-to-Month,TRUE,Credit Card,56.1,1033.9,0,0,700.72,1734.62
2851-MMUTZ,Month-to-Month,TRUE,Mailed Check,56.15,1439.35,0,0,35.37,1474.72
4482-FTFFX,Month-to-Month,FALSE,Bank Withdrawal,56.15,291.45,0,0,134.3,425.75
4580-TMHJU,Month-to-Month,FALSE,Bank Withdrawal,56.15,2499.3,0,0,1601.75,4101.05
8824-RWFXJ,Month-to-Month,TRUE,Mailed Check,56.15,168.15,0,0,87.87,256.02
8096-LOIST,Month-to-Month,TRUE,Bank Withdrawal,56.2,1093.4,0,0,764.18,1857.58
4250-FDVOU,Month-to-Month,FALSE,Bank Withdrawal,56.25,389.1,0,0,103.08,492.18
4929-ROART,Month-to-Month,FALSE,Credit Card,56.25,969.85,0,30,608.4,1608.25
5909-ECHUI,Month-to-Month,TRUE,Bank Withdrawal,56.25,56.25,0,0,26.14,82.39
6103-QCKFX,Month-to-Month,FALSE,Bank Withdrawal,56.25,2419.55,14.78,40,1922.8,4367.57
3272-VUHPV,Month-to-Month,FALSE,Bank Withdrawal,56.3,401.5,0,30,254.88,686.38
7669-LCRSD,Month-to-Month,TRUE,Mailed Check,56.3,628.65,0,0,207.24,835.89
5092-STPKP,Month-to-Month,FALSE,Credit Card,56.35,1381.2,0,0,724.32,2105.52
5543-QDCRY,Month-to-Month,TRUE,Bank Withdrawal,56.4,234.85,0,0,83.04,317.89
8976-OQHGT,Month-to-Month,FALSE,Credit Card,56.5,235.1,0,0,170.84,405.94
6048-QBXKL,Month-to-Month,TRUE,Credit Card,56.55,118.25,0,0,63.48,181.73
8017-UVSZU,Month-to-Month,FALSE,Credit Card,56.6,2379.1,0,0,1931.6,4310.7
5995-OIGLP,Month-to-Month,FALSE,Credit Card,56.65,654.85,0,0,95.64,750.49
8224-IVVPA,Month-to-Month,TRUE,Credit Card,56.7,1652.95,0,0,680.67,2333.62
8450-JOVAH,Month-to-Month,FALSE,Credit Card,56.7,113.55,0,0,11.34,124.89
0463-ZSDNT,Month-to-Month,TRUE,Bank Withdrawal,56.75,503.25,0,30,303,836.25
8388-FYNPZ,Month-to-Month,FALSE,Bank Withdrawal,56.75,245.15,0,0,138.76,383.91
2446-ZKVAF,Month-to-Month,FALSE,Credit Card,56.8,1074.65,0,0,23.04,1097.69
9853-JFZDU,Month-to-Month,FALSE,Bank Withdrawal,56.85,1861.1,0,0,727.65,2588.75
4510-PYUSH,Month-to-Month,TRUE,Credit Card,57.15,2250.65,0,0,991.8,3242.45
9842-EFSYY,Month-to-Month,TRUE,Credit Card,57.2,223.75,0,0,0,223.75
4695-VADHF,Month-to-Month,FALSE,Bank Withdrawal,57.45,990.85,15.73,0,51.48,1026.6
7404-JLKQG,Month-to-Month,FALSE,Bank Withdrawal,57.55,161.45,0,0,144.9,306.35
4495-LHSSK,Month-to-Month,FALSE,Credit Card,57.65,992.7,0,0,315.18,1307.88
0377-JBKKT,Month-to-Month,TRUE,Credit Card,57.95,1271.8,0,0,936.76,2208.56
9089-UOWJG,Month-to-Month,TRUE,Credit Card,58.35,740.55,0,0,95.64,836.19
1548-ARAGG,Month-to-Month,TRUE,Credit Card,58.5,224.85,0,0,140.8,365.65
5154-VEKBL,Month-to-Month,FALSE,Mailed Check,58.5,539.85,0,0,0,539.85
4925-LMHOK,Month-to-Month,TRUE,Credit Card,58.6,939.7,0,0,221.85,1161.55
6207-WIOLX,Month-to-Month,TRUE,Credit Card,58.6,1502.65,4.48,0,0,1498.17
9633-DENPU,Month-to-Month,TRUE,Bank Withdrawal,58.6,2723.4,0,0,150.4,2873.8
0319-QZTCO,Month-to-Month,TRUE,Credit Card,58.7,168.6,0,0,34.41,203.01
0699-NDKJM,Month-to-Month,TRUE,Bank Withdrawal,58.75,3437.45,0,0,0,3437.45
0851-DFJKB,Month-to-Month,FALSE,Bank Withdrawal,58.95,955.15,0,0,458.1,1413.25
2782-LFZVW,Month-to-Month,TRUE,Credit Card,58.95,601.6,0,70,270.27,941.87
6778-YSNIH,Month-to-Month,TRUE,Bank Withdrawal,59,114.15,0,0,54.04,168.19
7854-EDSSA,Month-to-Month,FALSE,Bank Withdrawal,59,1254.7,0,0,1087.46,2342.16
2978-XXSOG,Month-to-Month,TRUE,Credit Card,59.05,1253.5,0,0,720.5,1974
7869-ZYDST,Month-to-Month,TRUE,Credit Card,59.05,1882.8,0,0,890.32,2773.12
9780-FKVVF,Month-to-Month,TRUE,Bank Withdrawal,59.15,336.7,0,0,120.66,457.36
3891-PUQOD,Month-to-Month,FALSE,Bank Withdrawal,59.2,59.2,0,0,13.58,72.78
9504-DSHWM,Month-to-Month,FALSE,Bank Withdrawal,59.2,1191.2,0,130,662.8,1984
7318-EIVKO,Month-to-Month,TRUE,Bank Withdrawal,59.25,436.6,0,0,385.6,822.2
8679-JOEVF,Month-to-Month,FALSE,Bank Withdrawal,59.4,1023.9,0,0,589.28,1613.18
4504-YOULA,Month-to-Month,TRUE,Credit Card,59.45,2136.9,0,0,1368.85,3505.75
4939-KYYPY,Month-to-Month,FALSE,Bank Withdrawal,59.45,1611.65,0,0,916.38,2528.03
6218-KNUBD,Month-to-Month,FALSE,Bank Withdrawal,59.45,357.6,0,0,65.28,422.88
6502-KUGLL,Month-to-Month,FALSE,Bank Withdrawal,59.45,780.85,0,0,596.96,1377.81
8878-RYUKI,Month-to-Month,TRUE,Bank Withdrawal,59.45,3043.7,0,0,487.24,3530.94
9474-PHLYD,Month-to-Month,TRUE,Bank Withdrawal,59.45,892.65,0,0,545.1,1437.75
1205-WNWPJ,Month-to-Month,TRUE,Credit Card,59.5,415.95,0,0,15.68,431.63
5778-BVOFB,Month-to-Month,TRUE,Bank Withdrawal,59.5,530.05,0,0,352.71,882.76
0228-MAUWC,Month-to-Month,FALSE,Bank Withdrawal,59.55,1144.6,0,0,225.15,1369.75
2853-CWQFQ,Month-to-Month,TRUE,Credit Card,59.55,59.55,0,0,41.39,100.94
4945-RVMTE,Month-to-Month,TRUE,Bank Withdrawal,59.55,1646.45,0,0,1091.16,2737.61
6131-FOYAS,Month-to-Month,TRUE,Bank Withdrawal,59.6,2094.9,0,0,721.35,2816.25
6322-HRPFA,Month-to-Month,FALSE,Credit Card,59.6,2970.3,0,0,259.21,3229.51
1357-MVDOZ,Month-to-Month,TRUE,Bank Withdrawal,59.65,683.25,0,0,232.54,915.79
1794-SWWKL,Month-to-Month,TRUE,Bank Withdrawal,59.65,867.1,32.65,0,365.4,1199.85
5236-XMZJY,Month-to-Month,FALSE,Bank Withdrawal,59.65,2536.55,0,0,927.36,3463.91
5424-RLQLC,Month-to-Month,TRUE,Credit Card,59.65,638.95,0,90,14.8,743.75
8734-FNWVH,Month-to-Month,FALSE,Bank Withdrawal,59.7,1825.5,0,0,950.77,2776.27
8624-GIOUT,Month-to-Month,TRUE,Credit Card,59.75,2934.3,0,0,1757.63,4691.93
5438-QMDDL,Month-to-Month,TRUE,Credit Card,59.8,1130.85,0,0,157.7,1288.55
7839-NUIAA,Month-to-Month,FALSE,Bank Withdrawal,59.8,3641.5,0,100,1628.7,5370.2
9481-SFCQY,Month-to-Month,TRUE,Credit Card,59.8,824.85,0,0,617.96,1442.81
3877-JRJIP,Month-to-Month,TRUE,Bank Withdrawal,59.85,59.85,0,0,22.05,81.9
8033-ATFAS,Month-to-Month,TRUE,Credit Card,59.85,2341.5,0,0,1877.46,4218.96
2931-FSOHN,Month-to-Month,TRUE,Bank Withdrawal,59.9,788.35,0,0,648.7,1437.05
9069-LGEUL,Month-to-Month,TRUE,Bank Withdrawal,59.95,1406,26.55,140,84.41,1603.86
1849-RJYIG,Month-to-Month,TRUE,Bank Withdrawal,60,487.75,0,0,374.24,861.99
4797-AXPXK,Month-to-Month,TRUE,Bank Withdrawal,60,60,0,10,43.48,113.48
6839-ITVZJ,Month-to-Month,TRUE,Bank Withdrawal,60.05,1616.15,0,0,580.58,2196.73
8399-YNDCH,Month-to-Month,TRUE,Bank Withdrawal,60.05,1236.15,0,0,727.02,1963.17
1582-RAFML,Month-to-Month,FALSE,Mailed Check,60.1,60.1,0,0,23.63,83.73
5673-FSSMF,Month-to-Month,TRUE,Bank Withdrawal,60.15,60.15,0,20,33.48,113.63
5832-EXGTT,Month-to-Month,TRUE,Credit Card,60.2,1834.15,0,0,40.89,1875.04
8049-WJCLQ,Month-to-Month,FALSE,Credit Card,60.2,563.5,0,0,197.7,761.2
8847-GEOOQ,Month-to-Month,TRUE,Bank Withdrawal,60.2,3582.4,0,0,0,3582.4
0411-EZJZE,Month-to-Month,TRUE,Bank Withdrawal,60.25,170.5,0,70,60.3,300.8
8201-AAXCB,Month-to-Month,FALSE,Bank Withdrawal,60.35,1404.65,0,10,646.75,2061.4
5482-NUPNA,Month-to-Month,TRUE,Credit Card,60.4,272.15,0,0,72.12,344.27
6620-HVDUJ,Month-to-Month,FALSE,Bank Withdrawal,60.45,1440.75,0,0,569.04,2009.79
0289-IVARM,Month-to-Month,FALSE,Bank Withdrawal,60.55,1982.6,0,0,1568.35,3550.95
3639-XJHKQ,Month-to-Month,TRUE,Bank Withdrawal,60.6,1297.8,0,0,693.12,1990.92
6620-JDYNW,Month-to-Month,TRUE,Credit Card,60.6,1156.35,0,0,197.46,1353.81
3043-TYBNO,Month-to-Month,FALSE,Credit Card,60.65,196.9,0,0,67.47,264.37
2202-OUTMO,Month-to-Month,TRUE,Bank Withdrawal,60.85,2003.6,0,0,418.2,2421.8
3995-WFCSM,Month-to-Month,FALSE,Bank Withdrawal,60.85,111.4,0,0,30.5,141.9
0856-NAOES,Month-to-Month,FALSE,Credit Card,60.9,414.1,0,0,274.02,688.12
4134-BSXLX,Month-to-Month,FALSE,Mailed Check,60.9,1785.65,0,0,808.08,2593.73
5478-JJVZK,Month-to-Month,TRUE,Credit Card,60.9,2033.85,0,0,517.77,2551.62
3090-LETTY,Month-to-Month,FALSE,Bank Withdrawal,60.95,134.6,0,0,29.76,164.36
7766-CLTIC,Month-to-Month,TRUE,Credit Card,60.95,629.55,0,0,83.5,713.05
8221-EQDGL,Month-to-Month,FALSE,Credit Card,61,2130.45,10.7,0,886.2,3005.95
1928-BXYIV,Month-to-Month,FALSE,Bank Withdrawal,61.15,61.15,0,0,17.07,78.22
2150-UWTFY,Month-to-Month,FALSE,Credit Card,61.15,1422.05,0,80,945.56,2447.61
1791-PQHBB,Month-to-Month,TRUE,Credit Card,61.2,125.95,0,0,64.12,190.07
8313-KTIHG,Month-to-Month,TRUE,Bank Withdrawal,61.3,249.4,0,10,150.8,410.2
1702-CCFNJ,Month-to-Month,FALSE,Bank Withdrawal,61.35,3169.55,0,0,2321.8,5491.35
0567-GGCAC,Month-to-Month,FALSE,Bank Withdrawal,61.4,438.9,0,0,110.88,549.78
5061-PBXFW,Month-to-Month,FALSE,Bank Withdrawal,61.4,1864.65,0,0,1493.12,3357.77
5949-EBSQK,Month-to-Month,FALSE,Credit Card,61.45,229.55,0,0,108.96,338.51
4003-FUSHP,Month-to-Month,TRUE,Credit Card,61.55,1093.2,0,0,883.31,1976.51
7000-WCEVQ,Month-to-Month,TRUE,Credit Card,61.6,1174.35,0,0,542.2,1716.55
0719-SYFRB,Month-to-Month,TRUE,Mailed Check,61.65,713.75,0,0,434.88,1148.63
8992-OBVDG,Month-to-Month,FALSE,Credit Card,61.65,1393.6,0,0,836.85,2230.45
9782-LGXMC,Month-to-Month,FALSE,Bank Withdrawal,61.75,3024.15,0,0,1729.21,4753.36
4418-LZMSV,Month-to-Month,FALSE,Bank Withdrawal,61.8,750.1,0,0,365.95,1116.05
7707-PYBBH,Month-to-Month,TRUE,Credit Card,61.9,2647.1,0,0,1479.2,4126.3
1541-ETJZO,Month-to-Month,FALSE,Mailed Check,62.05,62.05,0,10,47.83,119.88
4662-EKDPQ,Month-to-Month,FALSE,Bank Withdrawal,62.05,118.3,0,0,74.58,192.88
8980-WQFWL,Month-to-Month,TRUE,Bank Withdrawal,62.1,2096.1,0,0,75.25,2171.35
0541-FITGH,Month-to-Month,TRUE,Mailed Check,62.15,113.1,0,0,96.78,209.88
7143-BQIBA,Month-to-Month,FALSE,Bank Withdrawal,62.25,612.95,0,0,76.5,689.45
0257-KXZGU,Month-to-Month,FALSE,Bank Withdrawal,62.45,2045.55,0,0,1064.96,3110.51
9259-PACGQ,Month-to-Month,FALSE,Bank Withdrawal,62.65,2274.9,0,0,1404.88,3679.78
5309-TAIKL,Month-to-Month,FALSE,Bank Withdrawal,62.8,418.3,0,0,58.03,476.33
6260-ONULR,Month-to-Month,TRUE,Credit Card,62.8,62.8,0,0,42.19,104.99
3688-FTHLT,Month-to-Month,TRUE,Bank Withdrawal,63.05,1067.05,0,10,683.68,1760.73
6366-XIVKZ,Month-to-Month,TRUE,Credit Card,63.15,816.8,0,0,509.6,1326.4
4398-HSCJH,Month-to-Month,TRUE,Bank Withdrawal,63.6,155.65,0,0,10.92,166.57
1564-HJUVY,Month-to-Month,TRUE,Bank Withdrawal,63.75,226.2,0,0,12.12,238.32
8548-AWOFC,Month-to-Month,FALSE,Bank Withdrawal,63.85,4264.6,0,0,506.22,4770.82
0295-QVKPB,Month-to-Month,TRUE,Credit Card,63.95,318.1,0,0,69.8,387.9
8100-HZZLJ,Month-to-Month,TRUE,Bank Withdrawal,63.95,2737.05,0,0,240.8,2977.85
2041-JIJCI,Month-to-Month,TRUE,Bank Withdrawal,64,370.25,0,0,223.9,594.15
2458-EOMRE,Month-to-Month,FALSE,Bank Withdrawal,64.05,733.95,0,90,450.56,1274.51
3629-WEAAM,Month-to-Month,FALSE,Mailed Check,64.1,504.05,0,10,360.32,874.37
9362-MWODR,Month-to-Month,TRUE,Credit Card,64.1,2460.35,0,0,805.2,3265.55
5173-WXOQV,Month-to-Month,TRUE,Credit Card,64.2,143.65,0,30,8.82,182.47
7319-VENRZ,Month-to-Month,FALSE,Bank Withdrawal,64.3,445.95,0,0,222.88,668.83
7905-TVXTA,Month-to-Month,TRUE,Bank Withdrawal,64.35,352.65,0,0,41.6,394.25
0384-RVBPI,Month-to-Month,FALSE,Credit Card,64.4,1398.6,0,0,252,1650.6
1104-FEJAM,Month-to-Month,FALSE,Bank Withdrawal,64.4,1802.15,0,0,260.68,2062.83
3137-LUPIX,Month-to-Month,TRUE,Credit Card,64.4,253,0,0,4.4,257.4
4710-NKCAW,Month-to-Month,FALSE,Credit Card,64.4,316.9,0,0,86.85,403.75
4957-TREIR,Month-to-Month,TRUE,Credit Card,64.4,195.65,0,0,114.15,309.8
0096-FCPUF,Month-to-Month,TRUE,Mailed Check,64.5,1888.45,0,0,79.2,1967.65
5630-AHZIL,Month-to-Month,TRUE,Bank Withdrawal,64.5,177.4,0,60,118.65,356.05
5356-CSVSQ,Month-to-Month,FALSE,Bank Withdrawal,64.6,174.2,0,0,122.97,297.17
3863-QSTYI,Month-to-Month,TRUE,Bank Withdrawal,64.65,3735.45,0,0,991.2,4726.65
7459-RRWQZ,Month-to-Month,TRUE,Bank Withdrawal,64.65,994.55,0,0,713.55,1708.1
8257-RZAHR,Month-to-Month,TRUE,Bank Withdrawal,64.7,941,0,0,285.6,1226.6
8773-HHUOZ,Month-to-Month,TRUE,Credit Card,64.7,1093.1,0,0,689.35,1782.45
3521-SYVOR,Month-to-Month,TRUE,Bank Withdrawal,64.75,2345.2,0,0,120.99,2466.19
2937-FTHUR,Month-to-Month,FALSE,Bank Withdrawal,64.8,1166.7,0,0,764.1,1930.8
6652-YFFJO,Month-to-Month,TRUE,Bank Withdrawal,64.9,716.1,0,0,149.16,865.26
4283-IVYCI,Month-to-Month,FALSE,Credit Card,64.95,547.8,0,0,247.77,795.57
0708-SJDIS,Month-to-Month,FALSE,Credit Card,65,2157.5,0,0,1539.52,3697.02
4765-OXPPD,Month-to-Month,FALSE,Mailed Check,65,663.05,0,0,57.15,720.2
7691-KGKGP,Month-to-Month,FALSE,Credit Card,65,3363.8,0,0,111.83,3475.63
1852-XEMDW,Month-to-Month,FALSE,Credit Card,65.05,1427.55,0,10,963.16,2400.71
4795-WRNVT,Month-to-Month,FALSE,Credit Card,65.1,2586,0,0,462.4,3048.4
0774-IFUVM,Month-to-Month,TRUE,Bank Withdrawal,65.15,723.35,0,0,183.81,907.16
4981-FLTMF,Month-to-Month,FALSE,Bank Withdrawal,65.2,3687.85,0,0,87.78,3775.63
9578-VRMNM,Month-to-Month,TRUE,Credit Card,65.2,1043.35,0,0,759.2,1802.55
1230-QAJDW,Month-to-Month,TRUE,Credit Card,65.25,209.9,0,0,128.04,337.94
2930-UOTMB,Month-to-Month,FALSE,Credit Card,65.25,1994.3,0,120,965.34,3079.64
3969-JQABI,Month-to-Month,TRUE,Credit Card,65.25,3791.6,0,110,2329.28,6230.88
3703-TTEPD,Month-to-Month,FALSE,Bank Withdrawal,65.35,1424.4,0,0,339.36,1763.76
5568-DMXZS,Month-to-Month,TRUE,Bank Withdrawal,65.45,554.45,0,0,298.96,853.41
7683-CBDKJ,Month-to-Month,TRUE,Bank Withdrawal,65.45,937.6,0,0,638.4,1576
6854-EXGSF,Month-to-Month,TRUE,Bank Withdrawal,65.5,573.15,0,0,69.84,642.99
9700-ISPUP,Month-to-Month,TRUE,Bank Withdrawal,65.5,616.9,0,0,258.9,875.8
5172-MIGPM,Month-to-Month,FALSE,Credit Card,65.55,237.2,0,0,53.24,290.44
8404-GFGCZ,Month-to-Month,FALSE,Bank Withdrawal,65.6,250.1,0,0,40.52,290.62
9761-XUJWD,Month-to-Month,TRUE,Bank Withdrawal,65.6,339.9,0,0,43,382.9
3415-TAILE,Month-to-Month,FALSE,Credit Card,65.7,134.35,0,0,54.54,188.89
0872-JCPIB,Month-to-Month,FALSE,Bank Withdrawal,65.75,1111.2,0,0,806.65,1917.85
4923-ADWXJ,Month-to-Month,TRUE,Bank Withdrawal,65.8,1679.65,29.29,0,30.5,1680.86
0708-LGSMF,Month-to-Month,TRUE,Bank Withdrawal,65.85,902.25,0,0,186.16,1088.41
7797-EJMDP,Month-to-Month,FALSE,Bank Withdrawal,66.05,574.5,0,0,268.32,842.82
3301-LSLWQ,Month-to-Month,TRUE,Bank Withdrawal,66.1,1912.15,0,0,518.23,2430.38
3038-PQIUY,Month-to-Month,TRUE,Bank Withdrawal,66.15,2522.4,0,0,765.32,3287.72
2373-NTKOD,Month-to-Month,TRUE,Bank Withdrawal,66.25,546.45,0,0,205.76,752.21
5174-RNGBH,Month-to-Month,FALSE,Mailed Check,66.25,620.55,0,10,223.29,853.84
6171-ZTVYB,Month-to-Month,FALSE,Bank Withdrawal,66.25,2907.35,6.41,0,1122.3,4023.24
5018-LXQQG,Month-to-Month,FALSE,Bank Withdrawal,66.3,1923.5,0,0,494.4,2417.9
7964-YESJC,Month-to-Month,FALSE,Credit Card,66.3,1559.45,32.59,0,223.2,1750.06
1373-ORVIZ,Month-to-Month,TRUE,Bank Withdrawal,66.35,740.8,0,0,172.59,913.39
1697-NVVGY,Month-to-Month,FALSE,Bank Withdrawal,66.4,1286.05,0,0,578.36,1864.41
5485-WUYWF,Month-to-Month,FALSE,Bank Withdrawal,66.4,94.55,0,0,11.14,105.69
5951-AOFIH,Month-to-Month,TRUE,Credit Card,66.4,2245.4,0,0,1508.76,3754.16
6507-DTJZV,Month-to-Month,FALSE,Credit Card,66.4,831.75,0,0,392.47,1224.22
7036-ZZKBD,Month-to-Month,TRUE,Credit Card,66.4,2019.8,0,0,784.3,2804.1
9351-LZYGF,Month-to-Month,TRUE,Credit Card,66.4,2727.8,0,0,1526.7,4254.5
2257-BOVXD,Month-to-Month,TRUE,Credit Card,66.6,979.5,0,0,309.96,1289.46
4226-KKDON,Month-to-Month,TRUE,Bank Withdrawal,66.65,520.95,0,0,246.4,767.35
0820-FNRNX,Month-to-Month,TRUE,Mailed Check,66.7,1077.05,0,0,507.79,1584.84
1907-YLNYW,Month-to-Month,TRUE,Bank Withdrawal,66.7,579,0,0,329.04,908.04
1697-BCSHV,Month-to-Month,TRUE,Bank Withdrawal,66.8,3970.4,0,0,2557.8,6528.2
8160-HOWOX,Month-to-Month,TRUE,Bank Withdrawal,66.85,458.1,0,0,337.12,795.22
4672-FOTSD,Month-to-Month,TRUE,Bank Withdrawal,67.25,832.3,0,0,549.6,1381.9
2038-YSEZE,Month-to-Month,FALSE,Credit Card,67.45,1801.1,0,0,398.46,2199.56
6873-UDNLD,Month-to-Month,FALSE,Bank Withdrawal,67.45,2731,0,0,1562,4293
7520-HQWJU,Month-to-Month,TRUE,Bank Withdrawal,67.45,4508.65,41.67,0,1531.2,5998.18
1810-MVMAI,Month-to-Month,FALSE,Bank Withdrawal,67.6,2000.2,0,0,1441.2,3441.4
3750-CKVKH,Month-to-Month,TRUE,Bank Withdrawal,67.75,116.65,0,0,23.5,140.15
1436-ZMJAN,Month-to-Month,TRUE,Credit Card,67.8,653.15,0,0,370.8,1023.95
8474-UMLNT,Month-to-Month,FALSE,Bank Withdrawal,67.8,842.25,0,0,369.85,1212.1
2100-BDNSN,Month-to-Month,FALSE,Bank Withdrawal,67.95,350.3,0,20,74.5,444.8
6368-NWMCE,Month-to-Month,FALSE,Credit Card,68.15,2656.3,0,0,805.22,3461.52
0701-TJSEF,Month-to-Month,TRUE,Bank Withdrawal,68.25,576.95,0,0,290.79,867.74
7112-OPOTK,Month-to-Month,FALSE,Bank Withdrawal,68.25,2171.15,0,0,951.72,3122.87
7799-DSEWS,Month-to-Month,TRUE,Bank Withdrawal,68.35,1299.8,0,0,876.24,2176.04
6416-TVAIH,Month-to-Month,TRUE,Bank Withdrawal,68.5,68.5,0,0,30.62,99.12
3780-YVMFA,Month-to-Month,TRUE,Bank Withdrawal,68.55,564.35,0,0,239.52,803.87
7718-RXDGG,Month-to-Month,TRUE,Bank Withdrawal,68.6,1108.6,0,90,362.55,1561.15
2141-RRYGO,Month-to-Month,TRUE,Bank Withdrawal,68.65,261.25,0,0,42.56,303.81
2856-HYAPG,Month-to-Month,FALSE,Bank Withdrawal,68.65,68.65,0,0,12.4,81.05
7855-DIWPO,Month-to-Month,TRUE,Bank Withdrawal,68.65,1493.2,0,0,642.39,2135.59
5766-XQXMQ,Month-to-Month,TRUE,Bank Withdrawal,68.85,1970.5,0,0,29.58,2000.08
9142-KZXOP,Month-to-Month,FALSE,Credit Card,68.85,2958.95,0,0,74.8,3033.75
8263-OKETD,Month-to-Month,TRUE,Credit Card,68.9,1370.35,0,0,455,1825.35
0018-NYROU,Month-to-Month,TRUE,Bank Withdrawal,68.95,351.5,0,0,93.25,444.75
4806-HIPDW,Month-to-Month,TRUE,Bank Withdrawal,68.95,68.95,0,0,21.65,90.6
6439-LAJXL,Month-to-Month,TRUE,Mailed Check,68.95,593.85,0,0,311.76,905.61
6993-OHLXR,Month-to-Month,FALSE,Bank Withdrawal,68.95,119.75,0,0,61.46,181.21
1703-MGIAB,Month-to-Month,TRUE,Credit Card,69,1108,33.67,0,93.33,1167.66
2575-GFSOE,Month-to-Month,TRUE,Bank Withdrawal,69,506.9,0,0,62.65,569.55
5916-QEWPT,Month-to-Month,FALSE,Credit Card,69,147.8,0,0,54.82,202.62
6227-HWPWX,Month-to-Month,FALSE,Bank Withdrawal,69,994.8,0,0,70.05,1064.85
9824-BEMCV,Month-to-Month,TRUE,Bank Withdrawal,69,1149.65,0,0,764.49,1914.14
1025-FALIX,Month-to-Month,TRUE,Credit Card,69.05,1815.65,0,0,975.26,2790.91
8485-GJCDN,Month-to-Month,TRUE,Credit Card,69.05,318.5,0,0,150.25,468.75
8725-JEDFD,Month-to-Month,TRUE,Credit Card,69.05,1793.25,22.72,0,944.46,2714.99
8990-ZXLSU,Month-to-Month,FALSE,Bank Withdrawal,69.05,651.5,0,0,268.83,920.33
9643-YBLUR,Month-to-Month,TRUE,Credit Card,69.05,653.95,0,0,234.27,888.22
1086-LXKFY,Month-to-Month,TRUE,Credit Card,69.1,69.1,0,0,16.55,85.65
3398-ZOUAA,Month-to-Month,TRUE,Bank Withdrawal,69.1,1474.75,0,0,414.54,1889.29
3453-RTHJQ,Month-to-Month,TRUE,Bank Withdrawal,69.1,435,0,0,111.9,546.9
3466-WAESX,Month-to-Month,TRUE,Bank Withdrawal,69.1,1083.7,0,0,223.84,1307.54
3716-BDVDB,Month-to-Month,TRUE,Bank Withdrawal,69.1,69.1,0,0,38.66,107.76
3871-IKPYH,Month-to-Month,FALSE,Bank Withdrawal,69.1,69.1,0,0,16.19,85.29
7502-BNYGS,Month-to-Month,TRUE,Credit Card,69.1,3168,0,0,1466.48,4634.48
1447-GIQMR,Month-to-Month,TRUE,Bank Withdrawal,69.15,69.15,0,0,2.2,71.35
7159-FVYPK,Month-to-Month,TRUE,Bank Withdrawal,69.15,235,0,0,72.84,307.84
8993-IZEUX,Month-to-Month,FALSE,Bank Withdrawal,69.15,488.65,0,0,147.84,636.49
9701-CDXHR,Month-to-Month,FALSE,Credit Card,69.15,3649.6,0,110,2333.76,6093.36
3059-NGMXB,Month-to-Month,FALSE,Credit Card,69.2,944.65,0,0,41.44,986.09
